rh,datetime
97.2,2023-11-09 09:38:06
97.4,2023-11-09 09:38:08
97.3,2023-11-09 09:38:10
97.4,2023-11-09 09:38:12
97.2,2023-11-09 09:38:14
97.2,2023-11-09 09:38:16
97.3,2023-11-09 09:38:18
97.4,2023-11-09 09:38:24
97.3,2023-11-09 09:38:26
97.4,2023-11-09 09:38:28
97.4,2023-11-09 09:38:30
97.4,2023-11-09 09:38:32
97.3,2023-11-09 09:38:34
97.4,2023-11-09 09:38:36
97.4,2023-11-09 09:38:38
97.5,2023-11-09 09:38:40
97.4,2023-11-09 09:38:42
97.6,2023-11-09 09:38:44
97.5,2023-11-09 09:38:46
97.4,2023-11-09 09:38:48
97.5,2023-11-09 09:38:55
97.4,2023-11-09 09:38:57
97.5,2023-11-09 09:38:58
97.4,2023-11-09 09:39:01
97.6,2023-11-09 09:39:02
97.4,2023-11-09 09:39:05
97.5,2023-11-09 09:39:07
97.4,2023-11-09 09:39:09
97.5,2023-11-09 09:39:11
97.5,2023-11-09 09:39:13
97.4,2023-11-09 09:39:15
97.5,2023-11-09 09:39:17
97.5,2023-11-09 09:39:19
97.5,2023-11-09 09:39:25
97.4,2023-11-09 09:39:27
97.5,2023-11-09 09:39:29
97.4,2023-11-09 09:39:31
97.4,2023-11-09 09:39:33
97.5,2023-11-09 09:39:35
97.4,2023-11-09 09:39:37
97.4,2023-11-09 09:39:39
97.5,2023-11-09 09:39:41
97.4,2023-11-09 09:39:43
97.6,2023-11-09 09:39:45
97.4,2023-11-09 09:39:47
97.6,2023-11-09 09:39:49
97.5,2023-11-09 09:39:55
97.6,2023-11-09 09:39:57
97.4,2023-11-09 09:39:59
97.5,2023-11-09 09:40:01
97.5,2023-11-09 09:40:03
97.5,2023-11-09 09:40:05
97.6,2023-11-09 09:40:07
97.4,2023-11-09 09:40:09
97.6,2023-11-09 09:40:11
97.6,2023-11-09 09:40:13
97.4,2023-11-09 09:40:15
97.5,2023-11-09 09:40:17
97.5,2023-11-09 09:40:19
97.6,2023-11-09 09:40:25
97.5,2023-11-09 09:40:27
97.5,2023-11-09 09:40:29
97.6,2023-11-09 09:40:31
97.5,2023-11-09 09:40:33
97.5,2023-11-09 09:40:35
97.5,2023-11-09 09:40:37
97.6,2023-11-09 09:40:39
97.5,2023-11-09 09:40:41
97.5,2023-11-09 09:40:43
97.6,2023-11-09 09:40:45
97.5,2023-11-09 09:40:47
97.5,2023-11-09 09:40:49
97.5,2023-11-09 09:40:55
97.6,2023-11-09 09:40:57
97.5,2023-11-09 09:40:59
97.5,2023-11-09 09:41:01
97.6,2023-11-09 09:41:03
97.4,2023-11-09 09:41:05
97.5,2023-11-09 09:41:07
97.4,2023-11-09 09:41:09
97.5,2023-11-09 09:41:11
97.4,2023-11-09 09:41:13
97.6,2023-11-09 09:41:15
97.6,2023-11-09 09:41:17
97.6,2023-11-09 09:41:19
97.5,2023-11-09 09:41:25
97.4,2023-11-09 09:41:27
97.5,2023-11-09 09:41:29
97.3,2023-11-09 09:41:31
97.6,2023-11-09 09:41:33
97.5,2023-11-09 09:41:35
97.5,2023-11-09 09:41:37
97.6,2023-11-09 09:41:39
97.6,2023-11-09 09:41:41
97.4,2023-11-09 09:41:43
97.4,2023-11-09 09:41:45
97.6,2023-11-09 09:41:47
97.7,2023-11-09 09:41:49
97.5,2023-11-09 09:41:55
97.5,2023-11-09 09:41:57
97.5,2023-11-09 09:41:59
97.4,2023-11-09 09:42:01
97.4,2023-11-09 09:42:03
97.4,2023-11-09 09:42:05
97.5,2023-11-09 09:42:07
97.4,2023-11-09 09:42:09
97.4,2023-11-09 09:42:11
97.5,2023-11-09 09:42:13
97.5,2023-11-09 09:42:16
97.5,2023-11-09 09:42:17
97.4,2023-11-09 09:42:19
97.3,2023-11-09 09:42:26
97.5,2023-11-09 09:42:28
97.5,2023-11-09 09:42:30
97.4,2023-11-09 09:42:32
97.4,2023-11-09 09:42:34
97.4,2023-11-09 09:42:36
97.5,2023-11-09 09:42:38
97.4,2023-11-09 09:42:40
97.5,2023-11-09 09:42:42
97.5,2023-11-09 09:42:44
97.4,2023-11-09 09:42:46
97.3,2023-11-09 09:42:48
97.5,2023-11-09 09:42:50
97.4,2023-11-09 09:42:56
97.4,2023-11-09 09:42:58
97.5,2023-11-09 09:43:00
97.3,2023-11-09 09:43:02
97.5,2023-11-09 09:43:04
97.4,2023-11-09 09:43:06
97.4,2023-11-09 09:43:08
97.5,2023-11-09 09:43:10
97.6,2023-11-09 09:43:12
97.5,2023-11-09 09:43:14
97.6,2023-11-09 09:43:16
97.4,2023-11-09 09:43:18
97.4,2023-11-09 09:43:20
97.3,2023-11-09 09:43:26
97.3,2023-11-09 09:43:28
97.4,2023-11-09 09:43:30
97.4,2023-11-09 09:43:32
97.5,2023-11-09 09:43:34
97.3,2023-11-09 09:43:36
97.4,2023-11-09 09:43:38
97.3,2023-11-09 09:43:40
97.4,2023-11-09 09:43:42
97.2,2023-11-09 09:43:44
97.3,2023-11-09 09:43:46
97.4,2023-11-09 09:43:48
97.3,2023-11-09 09:43:50
97.1,2023-11-09 09:43:56
97.1,2023-11-09 09:43:58
97.2,2023-11-09 09:44:00
97.1,2023-11-09 09:44:02
97.1,2023-11-09 09:44:04
97.0,2023-11-09 09:44:06
97.2,2023-11-09 09:44:08
97.1,2023-11-09 09:44:10
97.1,2023-11-09 09:44:12
97.1,2023-11-09 09:44:14
97.2,2023-11-09 09:44:16
97.0,2023-11-09 09:44:18
97.0,2023-11-09 09:44:20
97.0,2023-11-09 09:44:26
97.0,2023-11-09 09:44:28
97.0,2023-11-09 09:44:30
97.0,2023-11-09 09:44:32
97.1,2023-11-09 09:44:34
97.0,2023-11-09 09:44:36
97.0,2023-11-09 09:44:38
97.0,2023-11-09 09:44:40
96.9,2023-11-09 09:44:42
97.0,2023-11-09 09:44:44
96.9,2023-11-09 09:44:46
96.7,2023-11-09 09:44:48
96.7,2023-11-09 09:44:50
96.7,2023-11-09 09:44:56
96.8,2023-11-09 09:44:58
96.8,2023-11-09 09:45:00
96.7,2023-11-09 09:45:02
96.7,2023-11-09 09:45:04
96.8,2023-11-09 09:45:06
96.7,2023-11-09 09:45:08
96.7,2023-11-09 09:45:10
96.8,2023-11-09 09:45:12
96.6,2023-11-09 09:45:14
96.8,2023-11-09 09:45:16
96.7,2023-11-09 09:45:18
96.8,2023-11-09 09:45:20
96.8,2023-11-09 09:45:26
96.9,2023-11-09 09:45:28
97.0,2023-11-09 09:45:30
96.8,2023-11-09 09:45:32
97.0,2023-11-09 09:45:34
97.0,2023-11-09 09:45:36
96.9,2023-11-09 09:45:38
97.0,2023-11-09 09:45:40
97.0,2023-11-09 09:45:42
96.9,2023-11-09 09:45:44
97.1,2023-11-09 09:45:47
97.0,2023-11-09 09:45:49
97.1,2023-11-09 09:45:51
97.0,2023-11-09 09:45:57
97.0,2023-11-09 09:45:59
97.1,2023-11-09 09:46:01
97.1,2023-11-09 09:46:03
97.0,2023-11-09 09:46:05
97.1,2023-11-09 09:46:07
97.0,2023-11-09 09:46:09
97.1,2023-11-09 09:46:11
97.1,2023-11-09 09:46:13
97.1,2023-11-09 09:46:15
97.1,2023-11-09 09:46:17
97.1,2023-11-09 09:46:19
97.1,2023-11-09 09:46:21
97.1,2023-11-09 09:46:27
97.2,2023-11-09 09:46:29
97.2,2023-11-09 09:46:31
97.2,2023-11-09 09:46:33
97.2,2023-11-09 09:46:35
97.1,2023-11-09 09:46:37
97.2,2023-11-09 09:46:39
97.1,2023-11-09 09:46:41
97.1,2023-11-09 09:46:43
97.1,2023-11-09 09:46:45
97.1,2023-11-09 09:46:47
97.0,2023-11-09 09:46:49
97.1,2023-11-09 09:46:51
97.0,2023-11-09 09:46:57
96.8,2023-11-09 09:46:59
96.8,2023-11-09 09:47:01
96.9,2023-11-09 09:47:03
96.8,2023-11-09 09:47:05
96.9,2023-11-09 09:47:07
97.0,2023-11-09 09:47:09
96.8,2023-11-09 09:47:11
96.8,2023-11-09 09:47:13
96.8,2023-11-09 09:47:15
96.9,2023-11-09 09:47:17
96.7,2023-11-09 09:47:19
96.8,2023-11-09 09:47:21
96.8,2023-11-09 09:47:27
96.9,2023-11-09 09:47:29
96.9,2023-11-09 09:47:31
96.8,2023-11-09 09:47:33
96.9,2023-11-09 09:47:35
96.9,2023-11-09 09:47:37
96.9,2023-11-09 09:47:39
97.0,2023-11-09 09:47:41
96.9,2023-11-09 09:47:43
96.9,2023-11-09 09:47:45
96.9,2023-11-09 09:47:47
96.9,2023-11-09 09:47:49
96.8,2023-11-09 09:47:51
96.9,2023-11-09 09:47:57
96.8,2023-11-09 09:47:59
96.9,2023-11-09 09:48:01
96.9,2023-11-09 09:48:03
96.8,2023-11-09 09:48:05
96.8,2023-11-09 09:48:07
96.7,2023-11-09 09:48:09
96.9,2023-11-09 09:48:11
96.9,2023-11-09 09:48:13
96.8,2023-11-09 09:48:15
96.7,2023-11-09 09:48:17
96.7,2023-11-09 09:48:19
96.9,2023-11-09 09:48:21
96.6,2023-11-09 09:48:27
96.7,2023-11-09 09:48:29
96.8,2023-11-09 09:48:31
96.6,2023-11-09 09:48:33
96.6,2023-11-09 09:48:35
96.7,2023-11-09 09:48:37
96.7,2023-11-09 09:48:39
96.6,2023-11-09 09:48:41
96.7,2023-11-09 09:48:43
96.8,2023-11-09 09:48:45
96.7,2023-11-09 09:48:47
96.6,2023-11-09 09:48:49
96.7,2023-11-09 09:48:51
96.8,2023-11-09 09:48:58
96.9,2023-11-09 09:48:59
96.8,2023-11-09 09:49:01
96.7,2023-11-09 09:49:03
96.9,2023-11-09 09:49:05
96.7,2023-11-09 09:49:07
96.8,2023-11-09 09:49:10
96.9,2023-11-09 09:49:12
96.8,2023-11-09 09:49:14
96.7,2023-11-09 09:49:16
96.8,2023-11-09 09:49:18
96.9,2023-11-09 09:49:20
96.9,2023-11-09 09:49:22
96.9,2023-11-09 09:49:28
96.8,2023-11-09 09:49:30
96.8,2023-11-09 09:49:32
96.9,2023-11-09 09:49:34
96.8,2023-11-09 09:49:36
96.9,2023-11-09 09:49:38
96.8,2023-11-09 09:49:40
96.9,2023-11-09 09:49:42
96.7,2023-11-09 09:49:44
96.7,2023-11-09 09:49:46
96.9,2023-11-09 09:49:48
96.7,2023-11-09 09:49:50
96.9,2023-11-09 09:49:52
96.7,2023-11-09 09:49:58
96.7,2023-11-09 09:50:00
96.8,2023-11-09 09:50:02
96.6,2023-11-09 09:50:04
96.6,2023-11-09 09:50:06
96.8,2023-11-09 09:50:08
96.7,2023-11-09 09:50:10
96.6,2023-11-09 09:50:12
96.6,2023-11-09 09:50:14
96.6,2023-11-09 09:50:16
96.9,2023-11-09 09:50:18
96.6,2023-11-09 09:50:20
96.6,2023-11-09 09:50:22
96.7,2023-11-09 09:50:28
96.7,2023-11-09 09:50:30
96.6,2023-11-09 09:50:32
96.6,2023-11-09 09:50:34
96.6,2023-11-09 09:50:36
96.5,2023-11-09 09:50:38
96.7,2023-11-09 09:50:40
96.6,2023-11-09 09:50:42
96.7,2023-11-09 09:50:44
96.6,2023-11-09 09:50:46
96.5,2023-11-09 09:50:48
96.5,2023-11-09 09:50:50
96.5,2023-11-09 09:50:52
96.6,2023-11-09 09:50:58
96.8,2023-11-09 09:51:00
96.7,2023-11-09 09:51:02
96.7,2023-11-09 09:51:04
96.5,2023-11-09 09:51:06
96.7,2023-11-09 09:51:08
96.7,2023-11-09 09:51:10
96.7,2023-11-09 09:51:12
96.5,2023-11-09 09:51:14
96.7,2023-11-09 09:51:16
96.6,2023-11-09 09:51:18
96.6,2023-11-09 09:51:20
96.5,2023-11-09 09:51:22
96.6,2023-11-09 09:51:29
96.6,2023-11-09 09:51:30
96.6,2023-11-09 09:51:32
96.6,2023-11-09 09:51:34
96.6,2023-11-09 09:51:36
96.6,2023-11-09 09:51:38
96.7,2023-11-09 09:51:40
96.7,2023-11-09 09:51:42
96.6,2023-11-09 09:51:44
96.7,2023-11-09 09:51:46
96.6,2023-11-09 09:51:48
96.5,2023-11-09 09:51:50
96.7,2023-11-09 09:51:52
96.7,2023-11-09 09:51:58
96.7,2023-11-09 09:52:00
96.7,2023-11-09 09:52:02
96.6,2023-11-09 09:52:04
96.7,2023-11-09 09:52:06
96.6,2023-11-09 09:52:08
96.8,2023-11-09 09:52:10
96.7,2023-11-09 09:52:12
96.6,2023-11-09 09:52:14
96.6,2023-11-09 09:52:16
96.6,2023-11-09 09:52:18
96.7,2023-11-09 09:52:20
96.6,2023-11-09 09:52:22
96.7,2023-11-09 09:52:30
96.7,2023-11-09 09:52:31
96.7,2023-11-09 09:52:33
96.6,2023-11-09 09:52:35
96.8,2023-11-09 09:52:37
96.7,2023-11-09 09:52:39
96.7,2023-11-09 09:52:41
96.7,2023-11-09 09:52:43
96.7,2023-11-09 09:52:45
96.7,2023-11-09 09:52:47
96.9,2023-11-09 09:52:49
96.8,2023-11-09 09:52:51
96.7,2023-11-09 09:52:53
96.7,2023-11-09 09:53:00
96.7,2023-11-09 09:53:01
96.7,2023-11-09 09:53:03
96.7,2023-11-09 09:53:05
96.7,2023-11-09 09:53:07
96.8,2023-11-09 09:53:09
97.0,2023-11-09 09:53:11
96.9,2023-11-09 09:53:13
96.9,2023-11-09 09:53:15
96.9,2023-11-09 09:53:17
96.8,2023-11-09 09:53:19
96.8,2023-11-09 09:53:21
96.9,2023-11-09 09:53:23
97.0,2023-11-09 09:53:30
96.9,2023-11-09 09:53:31
96.9,2023-11-09 09:53:33
97.0,2023-11-09 09:53:35
97.0,2023-11-09 09:53:37
96.9,2023-11-09 09:53:39
96.9,2023-11-09 09:53:41
97.0,2023-11-09 09:53:43
97.0,2023-11-09 09:53:45
96.9,2023-11-09 09:53:47
97.0,2023-11-09 09:53:49
96.9,2023-11-09 09:53:51
97.0,2023-11-09 09:53:53
97.0,2023-11-09 09:54:00
96.9,2023-11-09 09:54:01
97.0,2023-11-09 09:54:03
97.0,2023-11-09 09:54:05
97.0,2023-11-09 09:54:07
97.0,2023-11-09 09:54:09
96.9,2023-11-09 09:54:11
96.9,2023-11-09 09:54:13
97.0,2023-11-09 09:54:15
97.0,2023-11-09 09:54:17
96.9,2023-11-09 09:54:19
96.9,2023-11-09 09:54:21
97.1,2023-11-09 09:54:23
97.0,2023-11-09 09:54:30
97.0,2023-11-09 09:54:31
97.1,2023-11-09 09:54:33
97.0,2023-11-09 09:54:35
97.2,2023-11-09 09:54:37
97.2,2023-11-09 09:54:39
96.9,2023-11-09 09:54:41
97.0,2023-11-09 09:54:43
96.9,2023-11-09 09:54:45
97.0,2023-11-09 09:54:47
97.0,2023-11-09 09:54:49
97.0,2023-11-09 09:54:51
96.9,2023-11-09 09:54:53
97.0,2023-11-09 09:55:00
97.0,2023-11-09 09:55:01
96.8,2023-11-09 09:55:03
96.7,2023-11-09 09:55:05
96.9,2023-11-09 09:55:07
96.8,2023-11-09 09:55:09
96.7,2023-11-09 09:55:11
96.8,2023-11-09 09:55:13
96.8,2023-11-09 09:55:15
96.9,2023-11-09 09:55:17
96.9,2023-11-09 09:55:19
96.7,2023-11-09 09:55:21
96.9,2023-11-09 09:55:23
96.8,2023-11-09 09:55:30
96.8,2023-11-09 09:55:31
96.9,2023-11-09 09:55:34
96.9,2023-11-09 09:55:35
96.8,2023-11-09 09:55:37
96.9,2023-11-09 09:55:39
96.7,2023-11-09 09:55:42
96.9,2023-11-09 09:55:43
96.9,2023-11-09 09:55:45
97.0,2023-11-09 09:55:47
96.9,2023-11-09 09:55:50
96.8,2023-11-09 09:55:52
96.9,2023-11-09 09:55:54
96.9,2023-11-09 09:56:00
96.8,2023-11-09 09:56:02
97.0,2023-11-09 09:56:04
96.9,2023-11-09 09:56:06
96.7,2023-11-09 09:56:08
96.9,2023-11-09 09:56:10
96.9,2023-11-09 09:56:12
96.8,2023-11-09 09:56:14
96.8,2023-11-09 09:56:16
96.9,2023-11-09 09:56:18
96.9,2023-11-09 09:56:20
97.0,2023-11-09 09:56:22
96.8,2023-11-09 09:56:24
96.9,2023-11-09 09:56:31
96.9,2023-11-09 09:56:32
97.0,2023-11-09 09:56:34
97.0,2023-11-09 09:56:36
96.9,2023-11-09 09:56:38
96.8,2023-11-09 09:56:40
96.8,2023-11-09 09:56:42
97.1,2023-11-09 09:56:44
96.7,2023-11-09 09:56:46
96.9,2023-11-09 09:56:48
96.9,2023-11-09 09:56:50
97.0,2023-11-09 09:56:52
97.1,2023-11-09 09:56:54
97.0,2023-11-09 09:57:01
96.9,2023-11-09 09:57:02
97.1,2023-11-09 09:57:04
96.9,2023-11-09 09:57:06
96.9,2023-11-09 09:57:08
96.9,2023-11-09 09:57:10
96.8,2023-11-09 09:57:12
97.0,2023-11-09 09:57:14
97.0,2023-11-09 09:57:16
96.9,2023-11-09 09:57:18
96.9,2023-11-09 09:57:20
97.0,2023-11-09 09:57:22
97.0,2023-11-09 09:57:24
97.0,2023-11-09 09:57:31
97.0,2023-11-09 09:57:32
97.0,2023-11-09 09:57:34
97.0,2023-11-09 09:57:36
97.0,2023-11-09 09:57:38
97.0,2023-11-09 09:57:40
97.0,2023-11-09 09:57:42
97.0,2023-11-09 09:57:44
97.1,2023-11-09 09:57:46
97.0,2023-11-09 09:57:48
97.1,2023-11-09 09:57:50
97.1,2023-11-09 09:57:52
97.1,2023-11-09 09:57:54
97.1,2023-11-09 09:58:01
97.1,2023-11-09 09:58:02
97.1,2023-11-09 09:58:04
97.1,2023-11-09 09:58:06
97.2,2023-11-09 09:58:08
97.2,2023-11-09 09:58:10
97.2,2023-11-09 09:58:12
97.2,2023-11-09 09:58:14
97.2,2023-11-09 09:58:16
97.2,2023-11-09 09:58:18
97.2,2023-11-09 09:58:20
97.0,2023-11-09 09:58:22
97.3,2023-11-09 09:58:24
97.2,2023-11-09 09:58:31
97.0,2023-11-09 09:58:32
97.0,2023-11-09 09:58:34
97.2,2023-11-09 09:58:36
97.0,2023-11-09 09:58:38
96.9,2023-11-09 09:58:40
97.0,2023-11-09 09:58:42
96.8,2023-11-09 09:58:44
96.8,2023-11-09 09:58:46
96.8,2023-11-09 09:58:48
96.8,2023-11-09 09:58:50
96.9,2023-11-09 09:58:52
97.0,2023-11-09 09:58:54
96.8,2023-11-09 09:59:01
97.0,2023-11-09 09:59:02
97.0,2023-11-09 09:59:04
96.9,2023-11-09 09:59:06
96.9,2023-11-09 09:59:08
96.9,2023-11-09 09:59:11
96.9,2023-11-09 09:59:13
96.9,2023-11-09 09:59:15
96.9,2023-11-09 09:59:17
96.8,2023-11-09 09:59:19
97.1,2023-11-09 09:59:21
96.8,2023-11-09 09:59:23
96.9,2023-11-09 09:59:25
96.9,2023-11-09 09:59:31
96.9,2023-11-09 09:59:33
96.9,2023-11-09 09:59:35
96.8,2023-11-09 09:59:37
96.8,2023-11-09 09:59:39
96.8,2023-11-09 09:59:41
96.9,2023-11-09 09:59:43
96.9,2023-11-09 09:59:45
96.9,2023-11-09 09:59:47
96.9,2023-11-09 09:59:49
96.9,2023-11-09 09:59:51
96.9,2023-11-09 09:59:53
96.9,2023-11-09 09:59:55
96.8,2023-11-09 10:00:01
96.9,2023-11-09 10:00:03
96.8,2023-11-09 10:00:05
96.7,2023-11-09 10:00:07
96.8,2023-11-09 10:00:09
96.9,2023-11-09 10:00:11
96.7,2023-11-09 10:00:13
96.7,2023-11-09 10:00:15
96.8,2023-11-09 10:00:17
96.8,2023-11-09 10:00:19
96.7,2023-11-09 10:00:21
96.6,2023-11-09 10:00:23
96.7,2023-11-09 10:00:25
96.6,2023-11-09 10:00:32
96.5,2023-11-09 10:00:33
96.5,2023-11-09 10:00:35
96.6,2023-11-09 10:00:37
96.6,2023-11-09 10:00:39
96.7,2023-11-09 10:00:41
96.8,2023-11-09 10:00:43
96.6,2023-11-09 10:00:45
96.6,2023-11-09 10:00:47
96.8,2023-11-09 10:00:49
96.8,2023-11-09 10:00:51
96.6,2023-11-09 10:00:53
96.8,2023-11-09 10:00:55
96.6,2023-11-09 10:01:02
96.7,2023-11-09 10:01:03
96.8,2023-11-09 10:01:05
96.8,2023-11-09 10:01:07
96.8,2023-11-09 10:01:09
96.8,2023-11-09 10:01:11
96.9,2023-11-09 10:01:13
96.7,2023-11-09 10:01:15
96.9,2023-11-09 10:01:17
96.8,2023-11-09 10:01:19
96.8,2023-11-09 10:01:21
96.8,2023-11-09 10:01:23
96.8,2023-11-09 10:01:25
97.0,2023-11-09 10:01:32
97.0,2023-11-09 10:01:33
96.8,2023-11-09 10:01:35
96.9,2023-11-09 10:01:37
96.9,2023-11-09 10:01:39
97.0,2023-11-09 10:01:41
96.9,2023-11-09 10:01:43
96.9,2023-11-09 10:01:45
97.1,2023-11-09 10:01:47
96.9,2023-11-09 10:01:49
97.0,2023-11-09 10:01:51
97.0,2023-11-09 10:01:53
97.0,2023-11-09 10:01:55
97.1,2023-11-09 10:02:02
97.1,2023-11-09 10:02:03
97.1,2023-11-09 10:02:05
97.1,2023-11-09 10:02:07
97.1,2023-11-09 10:02:09
97.1,2023-11-09 10:02:11
97.2,2023-11-09 10:02:13
97.3,2023-11-09 10:02:15
97.0,2023-11-09 10:02:17
97.0,2023-11-09 10:02:20
97.2,2023-11-09 10:02:21
97.2,2023-11-09 10:02:23
97.1,2023-11-09 10:02:25
97.1,2023-11-09 10:02:32
97.2,2023-11-09 10:02:34
97.2,2023-11-09 10:02:36
97.1,2023-11-09 10:02:38
97.1,2023-11-09 10:02:40
97.2,2023-11-09 10:02:42
97.1,2023-11-09 10:02:44
97.1,2023-11-09 10:02:46
97.0,2023-11-09 10:02:48
97.0,2023-11-09 10:02:50
97.1,2023-11-09 10:02:52
97.1,2023-11-09 10:02:54
97.1,2023-11-09 10:03:02
97.1,2023-11-09 10:03:04
97.1,2023-11-09 10:03:07
97.1,2023-11-09 10:03:08
97.1,2023-11-09 10:03:10
97.1,2023-11-09 10:03:13
97.2,2023-11-09 10:03:14
97.2,2023-11-09 10:03:17
97.0,2023-11-09 10:03:18
96.9,2023-11-09 10:03:21
97.0,2023-11-09 10:03:22
97.2,2023-11-09 10:03:25
97.1,2023-11-09 10:03:26
97.2,2023-11-09 10:03:32
97.2,2023-11-09 10:03:34
97.1,2023-11-09 10:03:37
97.0,2023-11-09 10:03:38
97.2,2023-11-09 10:03:41
97.1,2023-11-09 10:03:42
97.2,2023-11-09 10:03:45
97.1,2023-11-09 10:03:46
97.2,2023-11-09 10:03:49
97.1,2023-11-09 10:03:50
97.1,2023-11-09 10:03:53
97.1,2023-11-09 10:03:54
97.1,2023-11-09 10:04:02
97.1,2023-11-09 10:04:04
97.1,2023-11-09 10:04:07
97.2,2023-11-09 10:04:08
97.2,2023-11-09 10:04:11
97.1,2023-11-09 10:04:12
97.3,2023-11-09 10:04:15
97.1,2023-11-09 10:04:16
97.1,2023-11-09 10:04:19
97.0,2023-11-09 10:04:20
97.0,2023-11-09 10:04:23
97.1,2023-11-09 10:04:24
97.1,2023-11-09 10:04:33
97.1,2023-11-09 10:04:35
97.1,2023-11-09 10:04:36
97.1,2023-11-09 10:04:39
97.1,2023-11-09 10:04:40
97.2,2023-11-09 10:04:43
97.2,2023-11-09 10:04:44
97.1,2023-11-09 10:04:47
97.2,2023-11-09 10:04:48
97.0,2023-11-09 10:04:51
97.1,2023-11-09 10:04:52
97.0,2023-11-09 10:04:55
97.1,2023-11-09 10:04:56
97.1,2023-11-09 10:05:03
97.2,2023-11-09 10:05:04
97.0,2023-11-09 10:05:07
97.0,2023-11-09 10:05:08
97.0,2023-11-09 10:05:11
97.1,2023-11-09 10:05:13
97.1,2023-11-09 10:05:15
96.9,2023-11-09 10:05:17
97.0,2023-11-09 10:05:19
97.0,2023-11-09 10:05:21
96.9,2023-11-09 10:05:23
96.8,2023-11-09 10:05:25
97.0,2023-11-09 10:05:33
96.9,2023-11-09 10:05:35
96.9,2023-11-09 10:05:37
96.9,2023-11-09 10:05:39
96.8,2023-11-09 10:05:41
96.9,2023-11-09 10:05:43
96.7,2023-11-09 10:05:45
96.9,2023-11-09 10:05:47
96.6,2023-11-09 10:05:49
96.6,2023-11-09 10:05:51
96.6,2023-11-09 10:05:53
96.6,2023-11-09 10:05:55
96.6,2023-11-09 10:05:57
96.6,2023-11-09 10:06:03
96.4,2023-11-09 10:06:05
96.5,2023-11-09 10:06:07
96.6,2023-11-09 10:06:09
96.7,2023-11-09 10:06:11
96.5,2023-11-09 10:06:13
96.6,2023-11-09 10:06:15
96.6,2023-11-09 10:06:17
96.5,2023-11-09 10:06:19
96.6,2023-11-09 10:06:22
96.7,2023-11-09 10:06:23
96.7,2023-11-09 10:06:26
96.6,2023-11-09 10:06:27
96.8,2023-11-09 10:06:33
96.8,2023-11-09 10:06:36
96.9,2023-11-09 10:06:37
96.7,2023-11-09 10:06:40
96.8,2023-11-09 10:06:41
96.7,2023-11-09 10:06:44
96.8,2023-11-09 10:06:45
96.9,2023-11-09 10:06:48
96.9,2023-11-09 10:06:49
96.8,2023-11-09 10:06:52
96.9,2023-11-09 10:06:53
96.9,2023-11-09 10:06:56
97.0,2023-11-09 10:06:57
97.0,2023-11-09 10:07:03
96.9,2023-11-09 10:07:06
97.0,2023-11-09 10:07:07
96.9,2023-11-09 10:07:10
97.0,2023-11-09 10:07:11
97.0,2023-11-09 10:07:14
96.9,2023-11-09 10:07:15
97.0,2023-11-09 10:07:18
97.0,2023-11-09 10:07:19
96.9,2023-11-09 10:07:22
97.0,2023-11-09 10:07:23
96.9,2023-11-09 10:07:26
96.8,2023-11-09 10:07:27
96.8,2023-11-09 10:07:33
96.8,2023-11-09 10:07:36
96.8,2023-11-09 10:07:37
96.8,2023-11-09 10:07:40
96.8,2023-11-09 10:07:41
