rh,datetime
86.3,2023-10-19 11:11:00
86.3,2023-10-19 11:11:00
86.3,2023-10-19 11:11:00
86.3,2023-10-19 11:11:00
86.3,2023-10-19 11:12:00
86.3,2023-10-19 11:12:00
86.3,2023-10-19 11:12:00
86.3,2023-10-19 11:12:00
86.3,2023-10-19 11:12:00
86.3,2023-10-19 11:12:00
86.3,2023-10-19 11:12:00
86.3,2023-10-19 11:12:00
86.3,2023-10-19 11:12:00
86.3,2023-10-19 11:12:00
86.3,2023-10-19 11:12:00
86.3,2023-10-19 11:12:00
86.3,2023-10-19 11:12:00
86.3,2023-10-19 11:12:00
86.3,2023-10-19 11:12:00
86.3,2023-10-19 11:12:00
86.3,2023-10-19 11:12:00
86.3,2023-10-19 11:12:00
86.3,2023-10-19 11:12:00
86.3,2023-10-19 11:12:00
86.3,2023-10-19 11:12:00
86.3,2023-10-19 11:12:00
86.3,2023-10-19 11:12:00
86.3,2023-10-19 11:12:00
86.3,2023-10-19 11:13:00
86.3,2023-10-19 11:13:00
86.3,2023-10-19 11:13:00
86.3,2023-10-19 11:13:00
86.3,2023-10-19 11:13:00
86.3,2023-10-19 11:13:00
86.3,2023-10-19 11:13:00
86.3,2023-10-19 11:13:00
86.3,2023-10-19 11:13:00
86.3,2023-10-19 11:13:00
86.3,2023-10-19 11:13:00
86.3,2023-10-19 11:13:00
86.3,2023-10-19 11:13:00
86.3,2023-10-19 11:13:00
86.3,2023-10-19 11:13:00
86.3,2023-10-19 11:13:00
86.3,2023-10-19 11:13:00
86.3,2023-10-19 11:13:00
86.3,2023-10-19 11:13:00
86.3,2023-10-19 11:13:00
86.3,2023-10-19 11:13:00
86.3,2023-10-19 11:13:00
86.3,2023-10-19 11:13:00
86.3,2023-10-19 11:13:00
86.3,2023-10-19 11:14:00
86.3,2023-10-19 11:14:00
86.3,2023-10-19 11:14:00
86.3,2023-10-19 11:14:00
86.3,2023-10-19 11:14:00
86.3,2023-10-19 11:14:00
86.3,2023-10-19 11:14:00
86.3,2023-10-19 11:14:00
86.3,2023-10-19 11:14:00
86.3,2023-10-19 11:14:00
86.3,2023-10-19 11:14:00
86.3,2023-10-19 11:14:00
86.3,2023-10-19 11:14:00
86.3,2023-10-19 11:14:00
86.3,2023-10-19 11:14:00
86.3,2023-10-19 11:14:00
86.3,2023-10-19 11:14:00
86.3,2023-10-19 11:14:00
86.3,2023-10-19 11:14:00
86.3,2023-10-19 11:14:00
86.3,2023-10-19 11:14:00
86.3,2023-10-19 11:14:00
86.3,2023-10-19 11:14:00
86.3,2023-10-19 11:14:00
86.3,2023-10-19 11:14:00
86.3,2023-10-19 11:15:00
86.3,2023-10-19 11:15:00
86.3,2023-10-19 11:15:00
86.3,2023-10-19 11:15:00
86.3,2023-10-19 11:15:00
86.3,2023-10-19 11:15:00
86.3,2023-10-19 11:15:00
86.3,2023-10-19 11:15:00
86.3,2023-10-19 11:15:00
86.3,2023-10-19 11:15:00
86.3,2023-10-19 11:15:00
86.3,2023-10-19 11:15:00
86.3,2023-10-19 11:15:00
86.3,2023-10-19 11:15:00
86.3,2023-10-19 11:15:00
86.3,2023-10-19 11:15:00
86.3,2023-10-19 11:15:00
86.3,2023-10-19 11:15:00
86.3,2023-10-19 11:15:00
86.3,2023-10-19 11:15:00
86.3,2023-10-19 11:15:00
86.3,2023-10-19 11:15:00
86.3,2023-10-19 11:15:00
86.3,2023-10-19 11:15:00
86.3,2023-10-19 11:16:00
86.3,2023-10-19 11:16:00
86.3,2023-10-19 11:16:00
86.3,2023-10-19 11:16:00
86.3,2023-10-19 11:16:00
86.3,2023-10-19 11:16:00
86.3,2023-10-19 11:16:00
86.3,2023-10-19 11:16:00
86.3,2023-10-19 11:16:00
86.3,2023-10-19 11:16:00
86.3,2023-10-19 11:16:00
86.3,2023-10-19 11:16:00
86.3,2023-10-19 11:16:00
86.3,2023-10-19 11:16:00
86.3,2023-10-19 11:16:00
86.3,2023-10-19 11:16:00
86.3,2023-10-19 11:16:00
86.3,2023-10-19 11:16:00
86.3,2023-10-19 11:16:00
86.3,2023-10-19 11:16:00
86.3,2023-10-19 11:16:00
86.3,2023-10-19 11:17:00
86.3,2023-10-19 11:17:00
86.3,2023-10-19 11:17:00
86.3,2023-10-19 11:17:00
86.3,2023-10-19 11:17:00
86.3,2023-10-19 11:17:00
86.3,2023-10-19 11:17:00
86.3,2023-10-19 11:17:00
86.3,2023-10-19 11:17:00
86.0,2023-10-19 11:17:00
86.3,2023-10-19 11:17:00
86.3,2023-10-19 11:17:00
86.3,2023-10-19 11:17:00
86.3,2023-10-19 11:17:00
86.3,2023-10-19 11:17:00
86.3,2023-10-19 11:17:00
86.3,2023-10-19 11:17:00
86.3,2023-10-19 11:17:00
86.3,2023-10-19 11:17:00
86.3,2023-10-19 11:17:00
86.3,2023-10-19 11:17:00
86.3,2023-10-19 11:17:00
86.3,2023-10-19 11:17:00
86.3,2023-10-19 11:17:00
86.3,2023-10-19 11:17:00
86.3,2023-10-19 11:18:00
86.3,2023-10-19 11:18:00
86.3,2023-10-19 11:18:00
86.3,2023-10-19 11:18:00
86.3,2023-10-19 11:18:00
86.3,2023-10-19 11:18:00
86.3,2023-10-19 11:18:00
86.3,2023-10-19 11:18:00
86.3,2023-10-19 11:18:00
86.3,2023-10-19 11:18:00
86.3,2023-10-19 11:18:00
86.3,2023-10-19 11:18:00
86.3,2023-10-19 11:18:00
86.3,2023-10-19 11:18:00
86.3,2023-10-19 11:18:00
86.3,2023-10-19 11:18:00
86.3,2023-10-19 11:18:00
86.3,2023-10-19 11:18:00
86.3,2023-10-19 11:18:00
86.3,2023-10-19 11:18:00
86.3,2023-10-19 11:18:00
86.3,2023-10-19 11:18:00
86.3,2023-10-19 11:18:00
86.3,2023-10-19 11:18:00
86.3,2023-10-19 11:19:00
86.3,2023-10-19 11:19:00
86.3,2023-10-19 11:19:00
86.3,2023-10-19 11:19:00
86.3,2023-10-19 11:19:00
86.3,2023-10-19 11:19:00
86.3,2023-10-19 11:19:00
86.3,2023-10-19 11:19:00
86.3,2023-10-19 11:19:00
86.3,2023-10-19 11:19:00
86.3,2023-10-19 11:19:00
86.3,2023-10-19 11:19:00
86.3,2023-10-19 11:19:00
86.3,2023-10-19 11:19:00
86.3,2023-10-19 11:19:00
99.9,2023-10-19 11:19:00
99.9,2023-10-19 11:19:00
99.9,2023-10-19 11:19:00
99.9,2023-10-19 11:19:00
99.9,2023-10-19 11:19:00
99.9,2023-10-19 11:19:00
99.9,2023-10-19 11:19:00
99.9,2023-10-19 11:19:00
99.9,2023-10-19 11:19:00
99.9,2023-10-19 11:20:00
99.9,2023-10-19 11:20:00
99.9,2023-10-19 11:20:00
99.9,2023-10-19 11:20:00
99.9,2023-10-19 11:20:00
99.9,2023-10-19 11:20:00
99.9,2023-10-19 11:20:00
99.9,2023-10-19 11:20:00
99.9,2023-10-19 11:20:00
99.9,2023-10-19 11:20:00
99.9,2023-10-19 11:20:00
99.9,2023-10-19 11:20:00
99.9,2023-10-19 11:20:00
99.9,2023-10-19 11:20:00
99.9,2023-10-19 11:20:00
99.9,2023-10-19 11:20:00
99.9,2023-10-19 11:20:00
99.9,2023-10-19 11:20:00
99.9,2023-10-19 11:20:00
99.9,2023-10-19 11:20:00
99.9,2023-10-19 11:20:00
99.9,2023-10-19 11:20:00
99.9,2023-10-19 11:20:00
99.9,2023-10-19 11:20:00
99.9,2023-10-19 11:20:00
99.9,2023-10-19 11:20:00
99.9,2023-10-19 11:21:00
99.9,2023-10-19 11:21:00
99.9,2023-10-19 11:21:00
99.9,2023-10-19 11:21:00
99.9,2023-10-19 11:21:00
99.9,2023-10-19 11:21:00
99.9,2023-10-19 11:21:00
99.9,2023-10-19 11:21:00
99.9,2023-10-19 11:21:00
99.9,2023-10-19 11:21:00
99.9,2023-10-19 11:21:00
99.9,2023-10-19 11:21:00
99.9,2023-10-19 11:21:00
99.9,2023-10-19 11:21:00
99.9,2023-10-19 11:21:00
99.9,2023-10-19 11:21:00
99.9,2023-10-19 11:21:00
99.9,2023-10-19 11:21:00
99.9,2023-10-19 11:21:00
99.9,2023-10-19 11:21:00
99.9,2023-10-19 11:21:00
99.9,2023-10-19 11:21:00
99.9,2023-10-19 11:21:00
99.9,2023-10-19 11:21:00
99.9,2023-10-19 11:21:00
99.9,2023-10-19 11:21:00
99.9,2023-10-19 11:22:00
99.9,2023-10-19 11:22:00
99.9,2023-10-19 11:22:00
99.9,2023-10-19 11:22:00
99.9,2023-10-19 11:22:00
99.9,2023-10-19 11:22:00
99.9,2023-10-19 11:22:00
99.9,2023-10-19 11:22:00
99.9,2023-10-19 11:22:00
99.9,2023-10-19 11:22:00
99.9,2023-10-19 11:22:00
99.9,2023-10-19 11:22:00
99.9,2023-10-19 11:22:00
99.9,2023-10-19 11:22:00
99.9,2023-10-19 11:22:00
99.9,2023-10-19 11:22:00
99.9,2023-10-19 11:22:00
99.9,2023-10-19 11:22:00
99.9,2023-10-19 11:22:00
99.9,2023-10-19 11:22:00
99.9,2023-10-19 11:22:00
99.9,2023-10-19 11:22:00
99.9,2023-10-19 11:22:00
99.9,2023-10-19 11:22:00
99.9,2023-10-19 11:22:00
99.9,2023-10-19 11:22:00
99.9,2023-10-19 11:23:00
99.9,2023-10-19 11:23:00
99.9,2023-10-19 11:23:00
99.9,2023-10-19 11:23:00
99.9,2023-10-19 11:23:00
99.9,2023-10-19 11:23:00
99.9,2023-10-19 11:23:00
99.9,2023-10-19 11:23:00
99.9,2023-10-19 11:23:00
99.9,2023-10-19 11:23:00
99.9,2023-10-19 11:23:00
99.9,2023-10-19 11:23:00
99.9,2023-10-19 11:23:00
99.9,2023-10-19 11:23:00
99.9,2023-10-19 11:23:00
99.9,2023-10-19 11:23:00
99.9,2023-10-19 11:23:00
99.9,2023-10-19 11:23:00
99.9,2023-10-19 11:23:00
99.9,2023-10-19 11:23:00
99.9,2023-10-19 11:23:00
99.9,2023-10-19 11:23:00
99.9,2023-10-19 11:23:00
99.9,2023-10-19 11:23:00
99.9,2023-10-19 11:23:00
99.9,2023-10-19 11:23:00
99.9,2023-10-19 11:24:00
99.9,2023-10-19 11:24:00
99.9,2023-10-19 11:24:00
99.9,2023-10-19 11:24:00
99.9,2023-10-19 11:24:00
99.9,2023-10-19 11:24:00
99.9,2023-10-19 11:24:00
99.9,2023-10-19 11:24:00
99.9,2023-10-19 11:24:00
99.9,2023-10-19 11:24:00
99.9,2023-10-19 11:24:00
99.9,2023-10-19 11:24:00
99.9,2023-10-19 11:24:00
99.9,2023-10-19 11:24:00
99.9,2023-10-19 11:24:00
99.9,2023-10-19 11:24:00
99.9,2023-10-19 11:24:00
99.9,2023-10-19 11:24:00
99.9,2023-10-19 11:24:00
99.9,2023-10-19 11:24:00
99.9,2023-10-19 11:24:00
99.9,2023-10-19 11:24:00
99.9,2023-10-19 11:24:00
99.9,2023-10-19 11:24:00
99.9,2023-10-19 11:24:00
99.9,2023-10-19 11:25:00
99.9,2023-10-19 11:25:00
99.9,2023-10-19 11:25:00
99.9,2023-10-19 11:25:00
99.9,2023-10-19 11:25:00
99.9,2023-10-19 11:25:00
99.9,2023-10-19 11:25:00
99.9,2023-10-19 11:25:00
99.9,2023-10-19 11:25:00
99.9,2023-10-19 11:25:00
99.9,2023-10-19 11:25:00
99.9,2023-10-19 11:25:00
99.9,2023-10-19 11:25:00
99.9,2023-10-19 11:25:00
99.9,2023-10-19 11:25:00
99.9,2023-10-19 11:25:00
99.9,2023-10-19 11:25:00
99.9,2023-10-19 11:25:00
99.9,2023-10-19 11:25:00
99.9,2023-10-19 11:25:00
99.9,2023-10-19 11:25:00
99.9,2023-10-19 11:25:00
99.9,2023-10-19 11:25:00
99.9,2023-10-19 11:25:00
99.9,2023-10-19 11:25:00
99.9,2023-10-19 11:25:00
99.9,2023-10-19 11:26:00
99.9,2023-10-19 11:26:00
99.9,2023-10-19 11:26:00
99.9,2023-10-19 11:26:00
99.9,2023-10-19 11:26:00
99.9,2023-10-19 11:26:00
99.9,2023-10-19 11:26:00
99.9,2023-10-19 11:26:00
99.9,2023-10-19 11:26:00
99.9,2023-10-19 11:26:00
99.9,2023-10-19 11:26:00
99.9,2023-10-19 11:26:00
99.9,2023-10-19 11:26:00
99.9,2023-10-19 11:26:00
99.9,2023-10-19 11:26:00
99.9,2023-10-19 11:26:00
99.9,2023-10-19 11:26:00
99.9,2023-10-19 11:26:00
99.9,2023-10-19 11:26:00
99.9,2023-10-19 11:26:00
99.9,2023-10-19 11:26:00
99.9,2023-10-19 11:26:00
99.9,2023-10-19 11:26:00
99.9,2023-10-19 11:26:00
99.9,2023-10-19 11:26:00
99.9,2023-10-19 11:26:00
99.9,2023-10-19 11:27:00
99.9,2023-10-19 11:27:00
99.9,2023-10-19 11:27:00
99.9,2023-10-19 11:27:00
99.9,2023-10-19 11:27:00
99.9,2023-10-19 11:27:00
99.9,2023-10-19 11:27:00
99.9,2023-10-19 11:27:00
99.9,2023-10-19 11:27:00
99.9,2023-10-19 11:27:00
99.9,2023-10-19 11:27:00
99.9,2023-10-19 11:27:00
99.9,2023-10-19 11:27:00
99.9,2023-10-19 11:27:00
99.9,2023-10-19 11:27:00
99.9,2023-10-19 11:27:00
99.9,2023-10-19 11:27:00
99.9,2023-10-19 11:27:00
99.9,2023-10-19 11:27:00
99.9,2023-10-19 11:27:00
99.9,2023-10-19 11:27:00
99.9,2023-10-19 11:27:00
99.9,2023-10-19 11:27:00
99.9,2023-10-19 11:27:00
99.9,2023-10-19 11:27:00
99.9,2023-10-19 11:27:00
99.9,2023-10-19 11:28:00
99.9,2023-10-19 11:28:00
99.9,2023-10-19 11:28:00
99.9,2023-10-19 11:28:00
99.9,2023-10-19 11:28:00
99.9,2023-10-19 11:28:00
99.9,2023-10-19 11:28:00
99.9,2023-10-19 11:28:00
99.9,2023-10-19 11:28:00
99.9,2023-10-19 11:28:00
99.9,2023-10-19 11:28:00
99.9,2023-10-19 11:28:00
99.9,2023-10-19 11:28:00
99.9,2023-10-19 11:28:00
99.9,2023-10-19 11:28:00
99.9,2023-10-19 11:28:00
99.9,2023-10-19 11:28:00
99.9,2023-10-19 11:28:00
99.9,2023-10-19 11:28:00
99.9,2023-10-19 11:28:00
99.9,2023-10-19 11:28:00
99.9,2023-10-19 11:28:00
99.9,2023-10-19 11:28:00
99.9,2023-10-19 11:28:00
99.9,2023-10-19 11:28:00
99.9,2023-10-19 11:28:00
99.9,2023-10-19 11:29:00
99.9,2023-10-19 11:29:00
99.9,2023-10-19 11:29:00
99.9,2023-10-19 11:29:00
99.9,2023-10-19 11:29:00
99.9,2023-10-19 11:29:00
99.9,2023-10-19 11:29:00
99.9,2023-10-19 11:29:00
99.9,2023-10-19 11:29:00
99.9,2023-10-19 11:29:00
99.9,2023-10-19 11:29:00
99.9,2023-10-19 11:29:00
99.9,2023-10-19 11:29:00
99.9,2023-10-19 11:29:00
99.9,2023-10-19 11:29:00
99.9,2023-10-19 11:29:00
99.9,2023-10-19 11:29:00
99.9,2023-10-19 11:29:00
99.9,2023-10-19 11:29:00
99.9,2023-10-19 11:29:00
99.9,2023-10-19 11:29:00
99.9,2023-10-19 11:29:00
99.9,2023-10-19 11:29:00
99.9,2023-10-19 11:29:00
99.9,2023-10-19 11:29:00
99.9,2023-10-19 11:29:00
99.9,2023-10-19 11:30:00
99.9,2023-10-19 11:30:00
99.9,2023-10-19 11:30:00
99.9,2023-10-19 11:30:00
99.9,2023-10-19 11:30:00
99.9,2023-10-19 11:30:00
99.9,2023-10-19 11:30:00
99.9,2023-10-19 11:30:00
99.9,2023-10-19 11:30:00
99.9,2023-10-19 11:30:00
99.9,2023-10-19 11:30:00
99.9,2023-10-19 11:30:00
99.9,2023-10-19 11:30:00
99.9,2023-10-19 11:30:00
99.9,2023-10-19 11:30:00
99.9,2023-10-19 11:30:00
99.9,2023-10-19 11:30:00
99.9,2023-10-19 11:30:00
99.9,2023-10-19 11:30:00
99.9,2023-10-19 11:30:00
99.9,2023-10-19 11:30:00
99.9,2023-10-19 11:30:00
99.9,2023-10-19 11:30:00
99.9,2023-10-19 11:30:00
99.9,2023-10-19 11:30:00
99.9,2023-10-19 11:30:00
99.9,2023-10-19 11:31:00
99.9,2023-10-19 11:31:00
99.9,2023-10-19 11:31:00
99.9,2023-10-19 11:31:00
99.9,2023-10-19 11:31:00
99.9,2023-10-19 11:31:00
99.9,2023-10-19 11:31:00
99.9,2023-10-19 11:31:00
99.9,2023-10-19 11:31:00
99.9,2023-10-19 11:31:00
99.9,2023-10-19 11:31:00
99.9,2023-10-19 11:31:00
99.9,2023-10-19 11:31:00
99.9,2023-10-19 11:31:00
99.9,2023-10-19 11:31:00
99.9,2023-10-19 11:31:00
99.9,2023-10-19 11:31:00
99.9,2023-10-19 11:31:00
99.9,2023-10-19 11:31:00
99.9,2023-10-19 11:31:00
99.9,2023-10-19 11:31:00
99.9,2023-10-19 11:31:00
99.9,2023-10-19 11:31:00
99.9,2023-10-19 11:31:00
99.9,2023-10-19 11:31:00
99.9,2023-10-19 11:31:00
99.9,2023-10-19 11:32:00
99.9,2023-10-19 11:32:00
99.9,2023-10-19 11:32:00
99.9,2023-10-19 11:32:00
99.9,2023-10-19 11:32:00
99.9,2023-10-19 11:32:00
99.9,2023-10-19 11:32:00
99.9,2023-10-19 11:32:00
99.9,2023-10-19 11:32:00
99.9,2023-10-19 11:32:00
99.9,2023-10-19 11:32:00
99.9,2023-10-19 11:32:00
99.9,2023-10-19 11:32:00
99.9,2023-10-19 11:32:00
99.9,2023-10-19 11:32:00
99.9,2023-10-19 11:32:00
99.9,2023-10-19 11:32:00
99.9,2023-10-19 11:32:00
99.9,2023-10-19 11:32:00
99.9,2023-10-19 11:32:00
99.9,2023-10-19 11:32:00
99.9,2023-10-19 11:32:00
99.9,2023-10-19 11:32:00
99.9,2023-10-19 11:32:00
99.9,2023-10-19 11:32:00
99.9,2023-10-19 11:32:00
99.9,2023-10-19 11:33:00
99.9,2023-10-19 11:33:00
99.9,2023-10-19 11:33:00
99.9,2023-10-19 11:33:00
99.9,2023-10-19 11:33:00
99.9,2023-10-19 11:33:00
99.9,2023-10-19 11:33:00
99.9,2023-10-19 11:33:00
99.9,2023-10-19 11:33:00
99.9,2023-10-19 11:33:00
99.9,2023-10-19 11:33:00
99.9,2023-10-19 11:33:00
99.9,2023-10-19 11:33:00
99.9,2023-10-19 11:33:00
99.9,2023-10-19 11:33:00
99.9,2023-10-19 11:33:00
99.9,2023-10-19 11:33:00
99.9,2023-10-19 11:33:00
99.9,2023-10-19 11:33:00
99.9,2023-10-19 11:33:00
99.9,2023-10-19 11:33:00
99.9,2023-10-19 11:33:00
99.9,2023-10-19 11:33:00
99.9,2023-10-19 11:33:00
99.9,2023-10-19 11:33:00
99.9,2023-10-19 11:33:00
99.9,2023-10-19 11:34:00
99.9,2023-10-19 11:34:00
99.9,2023-10-19 11:34:00
99.9,2023-10-19 11:34:00
99.9,2023-10-19 11:34:00
99.9,2023-10-19 11:34:00
99.9,2023-10-19 11:34:00
99.9,2023-10-19 11:34:00
99.9,2023-10-19 11:34:00
99.9,2023-10-19 11:34:00
99.9,2023-10-19 11:34:00
99.9,2023-10-19 11:34:00
99.9,2023-10-19 11:34:00
99.9,2023-10-19 11:34:00
99.9,2023-10-19 11:34:00
99.9,2023-10-19 11:34:00
99.9,2023-10-19 11:34:00
99.9,2023-10-19 11:34:00
99.9,2023-10-19 11:34:00
99.9,2023-10-19 11:34:00
99.9,2023-10-19 11:34:00
99.9,2023-10-19 11:34:00
99.9,2023-10-19 11:34:00
99.9,2023-10-19 11:34:00
99.9,2023-10-19 11:34:00
99.9,2023-10-19 11:34:00
99.9,2023-10-19 11:35:00
99.9,2023-10-19 11:35:00
99.9,2023-10-19 11:35:00
99.9,2023-10-19 11:35:00
99.9,2023-10-19 11:35:00
99.9,2023-10-19 11:35:00
99.9,2023-10-19 11:35:00
99.9,2023-10-19 11:35:00
99.9,2023-10-19 11:35:00
99.9,2023-10-19 11:35:00
99.9,2023-10-19 11:35:00
99.9,2023-10-19 11:35:00
99.9,2023-10-19 11:35:00
99.9,2023-10-19 11:35:00
99.9,2023-10-19 11:35:00
99.9,2023-10-19 11:35:00
99.9,2023-10-19 11:35:00
99.9,2023-10-19 11:35:00
99.9,2023-10-19 11:35:00
99.9,2023-10-19 11:35:00
99.9,2023-10-19 11:35:00
99.9,2023-10-19 11:35:00
99.9,2023-10-19 11:35:00
99.9,2023-10-19 11:35:00
99.9,2023-10-19 11:35:00
99.9,2023-10-19 11:35:00
99.9,2023-10-19 11:36:00
99.9,2023-10-19 11:36:00
99.9,2023-10-19 11:36:00
99.9,2023-10-19 11:36:00
99.9,2023-10-19 11:36:00
99.9,2023-10-19 11:36:00
99.9,2023-10-19 11:36:00
99.9,2023-10-19 11:36:00
99.9,2023-10-19 11:36:00
99.9,2023-10-19 11:36:00
99.9,2023-10-19 11:36:00
99.9,2023-10-19 11:36:00
99.9,2023-10-19 11:36:00
99.9,2023-10-19 11:36:00
99.9,2023-10-19 11:36:00
99.9,2023-10-19 11:36:00
99.9,2023-10-19 11:36:00
99.9,2023-10-19 11:36:00
99.9,2023-10-19 11:36:00
99.9,2023-10-19 11:36:00
99.9,2023-10-19 11:36:00
99.9,2023-10-19 11:36:00
99.9,2023-10-19 11:36:00
99.9,2023-10-19 11:36:00
99.9,2023-10-19 11:36:00
99.9,2023-10-19 11:37:00
99.9,2023-10-19 11:37:00
99.9,2023-10-19 11:37:00
99.9,2023-10-19 11:37:00
99.9,2023-10-19 11:37:00
99.9,2023-10-19 11:37:00
99.9,2023-10-19 11:37:00
99.9,2023-10-19 11:37:00
99.9,2023-10-19 11:37:00
99.9,2023-10-19 11:37:00
99.9,2023-10-19 11:37:00
99.9,2023-10-19 11:37:00
99.9,2023-10-19 11:37:00
99.9,2023-10-19 11:37:00
99.9,2023-10-19 11:37:00
99.9,2023-10-19 11:37:00
99.9,2023-10-19 11:37:00
99.9,2023-10-19 11:37:00
99.9,2023-10-19 11:37:00
99.9,2023-10-19 11:37:00
99.9,2023-10-19 11:37:00
99.9,2023-10-19 11:37:00
99.9,2023-10-19 11:37:00
99.9,2023-10-19 11:37:00
99.9,2023-10-19 11:37:00
99.9,2023-10-19 11:37:00
99.9,2023-10-19 11:38:00
99.9,2023-10-19 11:38:00
99.9,2023-10-19 11:38:00
99.9,2023-10-19 11:38:00
99.9,2023-10-19 11:38:00
99.9,2023-10-19 11:38:00
99.9,2023-10-19 11:38:00
99.9,2023-10-19 11:38:00
99.9,2023-10-19 11:38:00
99.9,2023-10-19 11:38:00
99.9,2023-10-19 11:38:00
99.9,2023-10-19 11:38:00
99.9,2023-10-19 11:38:00
99.9,2023-10-19 11:38:00
99.9,2023-10-19 11:38:00
99.9,2023-10-19 11:38:00
99.9,2023-10-19 11:38:00
99.9,2023-10-19 11:38:00
99.9,2023-10-19 11:38:00
99.9,2023-10-19 11:38:00
99.9,2023-10-19 11:38:00
99.9,2023-10-19 11:38:00
99.9,2023-10-19 11:38:00
99.9,2023-10-19 11:38:00
99.9,2023-10-19 11:38:00
99.9,2023-10-19 11:39:00
99.9,2023-10-19 11:39:00
99.9,2023-10-19 11:39:00
99.9,2023-10-19 11:39:00
99.9,2023-10-19 11:39:00
99.9,2023-10-19 11:39:00
99.9,2023-10-19 11:39:00
99.9,2023-10-19 11:39:00
99.9,2023-10-19 11:39:00
99.9,2023-10-19 11:39:00
99.9,2023-10-19 11:39:00
99.9,2023-10-19 11:39:00
99.9,2023-10-19 11:39:00
99.9,2023-10-19 11:39:00
99.9,2023-10-19 11:39:00
99.9,2023-10-19 11:39:00
99.9,2023-10-19 11:39:00
99.9,2023-10-19 11:39:00
99.9,2023-10-19 11:39:00
99.9,2023-10-19 11:39:00
99.9,2023-10-19 11:39:00
99.9,2023-10-19 11:39:00
99.9,2023-10-19 11:39:00
99.9,2023-10-19 11:39:00
99.9,2023-10-19 11:39:00
99.9,2023-10-19 11:39:00
99.9,2023-10-19 11:40:00
99.9,2023-10-19 11:40:00
99.9,2023-10-19 11:40:00
99.9,2023-10-19 11:40:00
99.9,2023-10-19 11:40:00
99.9,2023-10-19 11:40:00
99.9,2023-10-19 11:40:00
99.9,2023-10-19 11:40:00
99.9,2023-10-19 11:40:00
99.9,2023-10-19 11:40:00
99.9,2023-10-19 11:40:00
99.9,2023-10-19 11:40:00
99.9,2023-10-19 11:40:00
99.9,2023-10-19 11:40:00
99.9,2023-10-19 11:40:00
99.9,2023-10-19 11:40:00
99.9,2023-10-19 11:40:00
99.9,2023-10-19 11:40:00
99.9,2023-10-19 11:40:00
99.9,2023-10-19 11:40:00
99.9,2023-10-19 11:40:00
