,rh,datetime
376267,78.5,2023-09-08 00:04:45
376268,78.6,2023-09-08 00:04:47
376269,78.5,2023-09-08 00:04:49
376270,78.5,2023-09-08 00:04:51
376271,78.6,2023-09-08 00:04:53
376272,78.5,2023-09-08 00:04:55
376273,78.6,2023-09-08 00:04:57
376274,78.6,2023-09-08 00:05:03
376275,78.7,2023-09-08 00:05:05
376276,78.7,2023-09-08 00:05:07
376277,78.6,2023-09-08 00:05:09
376278,78.7,2023-09-08 00:05:11
376279,78.6,2023-09-08 00:05:13
376280,78.7,2023-09-08 00:05:15
376281,78.7,2023-09-08 00:05:17
376282,78.7,2023-09-08 00:05:19
376283,78.7,2023-09-08 00:05:21
376284,78.8,2023-09-08 00:05:23
376285,78.7,2023-09-08 00:05:25
376286,78.7,2023-09-08 00:05:27
376287,78.8,2023-09-08 00:05:33
376288,78.7,2023-09-08 00:05:35
376289,78.7,2023-09-08 00:05:37
376290,78.8,2023-09-08 00:05:39
376291,78.7,2023-09-08 00:05:41
376292,78.8,2023-09-08 00:05:43
376293,78.7,2023-09-08 00:05:45
376294,78.8,2023-09-08 00:05:47
376295,78.8,2023-09-08 00:05:49
376296,78.7,2023-09-08 00:05:51
376297,78.8,2023-09-08 00:05:53
376298,78.7,2023-09-08 00:05:55
376299,78.8,2023-09-08 00:05:57
376300,78.8,2023-09-08 00:06:03
376301,78.8,2023-09-08 00:06:05
376302,78.7,2023-09-08 00:06:07
376303,78.8,2023-09-08 00:06:09
376304,78.7,2023-09-08 00:06:11
376305,78.8,2023-09-08 00:06:13
376306,78.9,2023-09-08 00:06:15
376307,78.8,2023-09-08 00:06:17
376308,78.8,2023-09-08 00:06:19
376309,78.8,2023-09-08 00:06:21
376310,78.7,2023-09-08 00:06:23
376311,78.8,2023-09-08 00:06:25
376312,78.9,2023-09-08 00:06:27
376313,78.9,2023-09-08 00:06:33
376314,78.9,2023-09-08 00:06:35
376315,78.9,2023-09-08 00:06:37
376316,78.9,2023-09-08 00:06:39
376317,78.8,2023-09-08 00:06:41
376318,78.8,2023-09-08 00:06:43
376319,78.9,2023-09-08 00:06:45
376320,78.8,2023-09-08 00:06:47
376321,78.9,2023-09-08 00:06:49
376322,78.8,2023-09-08 00:06:51
376323,78.8,2023-09-08 00:06:53
376324,78.9,2023-09-08 00:06:55
376325,78.9,2023-09-08 00:06:57
376326,78.9,2023-09-08 00:07:04
376327,78.9,2023-09-08 00:07:05
376328,78.9,2023-09-08 00:07:07
376329,78.8,2023-09-08 00:07:09
376330,78.8,2023-09-08 00:07:11
376331,79.0,2023-09-08 00:07:14
376332,78.7,2023-09-08 00:07:16
376333,78.8,2023-09-08 00:07:18
376334,78.8,2023-09-08 00:07:20
376335,78.8,2023-09-08 00:07:22
376336,78.8,2023-09-08 00:07:24
376337,78.9,2023-09-08 00:07:26
376338,78.9,2023-09-08 00:07:28
376339,78.8,2023-09-08 00:07:34
376340,78.8,2023-09-08 00:07:36
376341,78.8,2023-09-08 00:07:38
376342,78.9,2023-09-08 00:07:40
376343,78.9,2023-09-08 00:07:42
376344,78.9,2023-09-08 00:07:44
376345,78.8,2023-09-08 00:07:46
376346,78.8,2023-09-08 00:07:48
376347,78.8,2023-09-08 00:07:50
376348,78.8,2023-09-08 00:07:52
376349,78.9,2023-09-08 00:07:54
376350,78.8,2023-09-08 00:07:56
376351,79.0,2023-09-08 00:07:58
376352,78.9,2023-09-08 00:08:04
376353,78.7,2023-09-08 00:08:06
376354,78.8,2023-09-08 00:08:08
376355,78.9,2023-09-08 00:08:10
376356,78.8,2023-09-08 00:08:12
376357,78.8,2023-09-08 00:08:14
376358,78.8,2023-09-08 00:08:16
376359,78.8,2023-09-08 00:08:18
376360,78.7,2023-09-08 00:08:20
376361,78.8,2023-09-08 00:08:22
376362,78.8,2023-09-08 00:08:24
376363,78.7,2023-09-08 00:08:26
376364,78.8,2023-09-08 00:08:28
376365,78.8,2023-09-08 00:08:34
376366,78.9,2023-09-08 00:08:36
376367,78.7,2023-09-08 00:08:38
376368,78.9,2023-09-08 00:08:40
376369,78.8,2023-09-08 00:08:42
376370,78.7,2023-09-08 00:08:44
376371,78.8,2023-09-08 00:08:46
376372,78.8,2023-09-08 00:08:48
376373,78.9,2023-09-08 00:08:50
376374,78.9,2023-09-08 00:08:52
376375,78.9,2023-09-08 00:08:54
376376,78.8,2023-09-08 00:08:56
376377,78.8,2023-09-08 00:08:58
376378,78.8,2023-09-08 00:09:04
376379,78.7,2023-09-08 00:09:06
376380,78.8,2023-09-08 00:09:08
376381,78.7,2023-09-08 00:09:10
376382,78.8,2023-09-08 00:09:12
376383,78.8,2023-09-08 00:09:14
376384,78.8,2023-09-08 00:09:16
376385,78.8,2023-09-08 00:09:18
376386,78.8,2023-09-08 00:09:20
376387,78.8,2023-09-08 00:09:22
376388,78.7,2023-09-08 00:09:24
376389,78.8,2023-09-08 00:09:26
376390,78.8,2023-09-08 00:09:28
376391,78.8,2023-09-08 00:09:34
376392,78.7,2023-09-08 00:09:36
376393,78.9,2023-09-08 00:09:38
376394,78.9,2023-09-08 00:09:41
376395,78.9,2023-09-08 00:09:42
376396,78.8,2023-09-08 00:09:44
376397,78.8,2023-09-08 00:09:46
376398,78.9,2023-09-08 00:09:48
376399,78.8,2023-09-08 00:09:50
376400,78.9,2023-09-08 00:09:52
376401,78.8,2023-09-08 00:09:54
376402,78.9,2023-09-08 00:09:56
376403,78.8,2023-09-08 00:09:58
376404,78.9,2023-09-08 00:10:04
376405,78.9,2023-09-08 00:10:06
376406,78.8,2023-09-08 00:10:08
376407,78.9,2023-09-08 00:10:10
376408,78.8,2023-09-08 00:10:12
376409,78.9,2023-09-08 00:10:14
376410,78.9,2023-09-08 00:10:16
376411,78.9,2023-09-08 00:10:18
376412,78.9,2023-09-08 00:10:20
376413,78.9,2023-09-08 00:10:22
376414,78.9,2023-09-08 00:10:24
376415,78.9,2023-09-08 00:10:26
376416,78.8,2023-09-08 00:10:28
376417,78.9,2023-09-08 00:10:34
376418,78.9,2023-09-08 00:10:36
376419,78.9,2023-09-08 00:10:38
376420,78.8,2023-09-08 00:10:40
376421,78.9,2023-09-08 00:10:42
376422,78.9,2023-09-08 00:10:44
376423,78.9,2023-09-08 00:10:46
376424,79.0,2023-09-08 00:10:48
376425,78.9,2023-09-08 00:10:50
376426,78.9,2023-09-08 00:10:52
376427,78.8,2023-09-08 00:10:54
376428,78.8,2023-09-08 00:10:56
376429,78.9,2023-09-08 00:10:58
376430,78.9,2023-09-08 00:11:05
376431,79.0,2023-09-08 00:11:06
376432,79.0,2023-09-08 00:11:08
376433,78.9,2023-09-08 00:11:10
376434,79.0,2023-09-08 00:11:12
376435,78.9,2023-09-08 00:11:14
376436,78.9,2023-09-08 00:11:16
376437,79.0,2023-09-08 00:11:19
376438,79.0,2023-09-08 00:11:21
376439,78.9,2023-09-08 00:11:23
376440,78.9,2023-09-08 00:11:25
376441,78.9,2023-09-08 00:11:27
376442,79.0,2023-09-08 00:11:29
376443,78.9,2023-09-08 00:11:35
376444,78.9,2023-09-08 00:11:37
376445,78.9,2023-09-08 00:11:39
376446,78.9,2023-09-08 00:11:41
376447,78.9,2023-09-08 00:11:43
376448,78.9,2023-09-08 00:11:45
376449,78.9,2023-09-08 00:11:47
376450,79.1,2023-09-08 00:11:49
376451,78.9,2023-09-08 00:11:51
376452,78.9,2023-09-08 00:11:53
376453,79.0,2023-09-08 00:11:55
376454,78.9,2023-09-08 00:11:57
376455,78.8,2023-09-08 00:11:59
376456,79.0,2023-09-08 00:12:05
376457,78.9,2023-09-08 00:12:07
376458,78.9,2023-09-08 00:12:09
376459,78.8,2023-09-08 00:12:11
376460,78.8,2023-09-08 00:12:13
376461,78.9,2023-09-08 00:12:15
376462,78.8,2023-09-08 00:12:17
376463,78.8,2023-09-08 00:12:19
376464,78.8,2023-09-08 00:12:21
376465,79.0,2023-09-08 00:12:23
376466,78.9,2023-09-08 00:12:25
376467,78.8,2023-09-08 00:12:27
376468,78.9,2023-09-08 00:12:29
376469,78.9,2023-09-08 00:12:35
376470,78.8,2023-09-08 00:12:37
376471,78.8,2023-09-08 00:12:39
376472,78.8,2023-09-08 00:12:41
376473,78.8,2023-09-08 00:12:43
376474,78.9,2023-09-08 00:12:45
376475,78.8,2023-09-08 00:12:47
376476,78.9,2023-09-08 00:12:49
376477,78.9,2023-09-08 00:12:51
376478,78.8,2023-09-08 00:12:53
376479,78.7,2023-09-08 00:12:55
376480,78.8,2023-09-08 00:12:57
376481,78.8,2023-09-08 00:12:59
376482,78.7,2023-09-08 00:13:05
376483,78.7,2023-09-08 00:13:07
376484,78.7,2023-09-08 00:13:09
376485,78.7,2023-09-08 00:13:11
376486,78.7,2023-09-08 00:13:13
376487,78.7,2023-09-08 00:13:15
376488,78.7,2023-09-08 00:13:17
376489,78.7,2023-09-08 00:13:19
376490,78.8,2023-09-08 00:13:21
376491,78.6,2023-09-08 00:13:23
376492,78.5,2023-09-08 00:13:25
376493,78.6,2023-09-08 00:13:27
376494,78.7,2023-09-08 00:13:29
376495,78.6,2023-09-08 00:13:35
376496,78.6,2023-09-08 00:13:37
376497,78.7,2023-09-08 00:13:39
376498,78.7,2023-09-08 00:13:41
376499,78.7,2023-09-08 00:13:43
376500,78.7,2023-09-08 00:13:45
376501,78.7,2023-09-08 00:13:47
376502,78.6,2023-09-08 00:13:49
376503,78.5,2023-09-08 00:13:51
376504,78.6,2023-09-08 00:13:53
376505,78.6,2023-09-08 00:13:55
376506,78.6,2023-09-08 00:13:57
376507,78.5,2023-09-08 00:13:59
376508,78.6,2023-09-08 00:14:05
376509,78.6,2023-09-08 00:14:07
376510,78.5,2023-09-08 00:14:09
376511,78.5,2023-09-08 00:14:11
376512,78.5,2023-09-08 00:14:13
376513,78.5,2023-09-08 00:14:15
376514,78.5,2023-09-08 00:14:17
376515,78.5,2023-09-08 00:14:19
376516,78.5,2023-09-08 00:14:21
376517,78.5,2023-09-08 00:14:23
376518,78.6,2023-09-08 00:14:25
376519,78.4,2023-09-08 00:14:27
376520,78.5,2023-09-08 00:14:29
376521,78.5,2023-09-08 00:14:35
376522,78.3,2023-09-08 00:14:37
376523,78.4,2023-09-08 00:14:39
376524,78.4,2023-09-08 00:14:41
376525,78.3,2023-09-08 00:14:43
376526,78.3,2023-09-08 00:14:45
376527,78.2,2023-09-08 00:14:47
376528,78.3,2023-09-08 00:14:49
376529,78.4,2023-09-08 00:14:51
376530,78.4,2023-09-08 00:14:53
376531,78.3,2023-09-08 00:14:55
376532,78.3,2023-09-08 00:14:57
376533,78.3,2023-09-08 00:14:59
376534,78.3,2023-09-08 00:15:06
376535,78.3,2023-09-08 00:15:07
376536,78.3,2023-09-08 00:15:09
376537,78.3,2023-09-08 00:15:11
376538,78.3,2023-09-08 00:15:13
376539,78.4,2023-09-08 00:15:15
376540,78.3,2023-09-08 00:15:17
376541,78.2,2023-09-08 00:15:19
376542,78.2,2023-09-08 00:15:21
376543,78.2,2023-09-08 00:15:24
376544,78.2,2023-09-08 00:15:26
376545,78.1,2023-09-08 00:15:28
376546,78.2,2023-09-08 00:15:30
376547,78.2,2023-09-08 00:15:36
376548,78.2,2023-09-08 00:15:38
376549,78.2,2023-09-08 00:15:40
376550,78.3,2023-09-08 00:15:42
376551,78.3,2023-09-08 00:15:44
376552,78.2,2023-09-08 00:15:46
376553,78.2,2023-09-08 00:15:48
376554,78.2,2023-09-08 00:15:50
376555,78.3,2023-09-08 00:15:52
376556,78.4,2023-09-08 00:15:54
376557,78.2,2023-09-08 00:15:56
376558,78.2,2023-09-08 00:15:58
376559,78.2,2023-09-08 00:16:00
376560,78.3,2023-09-08 00:16:06
376561,78.4,2023-09-08 00:16:08
376562,78.3,2023-09-08 00:16:10
376563,78.3,2023-09-08 00:16:12
376564,78.3,2023-09-08 00:16:14
376565,78.3,2023-09-08 00:16:16
376566,78.3,2023-09-08 00:16:18
376567,78.3,2023-09-08 00:16:20
376568,78.3,2023-09-08 00:16:22
376569,78.4,2023-09-08 00:16:24
376570,78.4,2023-09-08 00:16:26
376571,78.4,2023-09-08 00:16:28
376572,78.4,2023-09-08 00:16:30
376573,78.4,2023-09-08 00:16:36
376574,78.5,2023-09-08 00:16:38
376575,78.4,2023-09-08 00:16:40
376576,78.4,2023-09-08 00:16:42
376577,78.4,2023-09-08 00:16:44
376578,78.4,2023-09-08 00:16:46
376579,78.4,2023-09-08 00:16:48
376580,78.3,2023-09-08 00:16:50
376581,78.4,2023-09-08 00:16:52
376582,78.5,2023-09-08 00:16:54
376583,78.4,2023-09-08 00:16:56
376584,78.4,2023-09-08 00:16:58
376585,78.5,2023-09-08 00:17:00
376586,78.5,2023-09-08 00:17:06
376587,78.5,2023-09-08 00:17:08
376588,78.4,2023-09-08 00:17:10
376589,78.5,2023-09-08 00:17:12
376590,78.4,2023-09-08 00:17:14
376591,78.4,2023-09-08 00:17:16
376592,78.5,2023-09-08 00:17:18
376593,78.5,2023-09-08 00:17:20
376594,78.6,2023-09-08 00:17:22
376595,78.5,2023-09-08 00:17:24
376596,78.6,2023-09-08 00:17:26
376597,78.6,2023-09-08 00:17:28
376598,78.7,2023-09-08 00:17:30
376599,78.7,2023-09-08 00:17:36
376600,78.7,2023-09-08 00:17:38
376601,78.7,2023-09-08 00:17:40
376602,78.7,2023-09-08 00:17:42
376603,78.7,2023-09-08 00:17:44
376604,78.7,2023-09-08 00:17:46
376605,78.8,2023-09-08 00:17:48
376606,78.7,2023-09-08 00:17:50
376607,78.8,2023-09-08 00:17:52
376608,78.8,2023-09-08 00:17:54
376609,78.8,2023-09-08 00:17:56
376610,78.9,2023-09-08 00:17:58
376611,78.9,2023-09-08 00:18:00
376612,79.0,2023-09-08 00:18:06
376613,78.9,2023-09-08 00:18:08
376614,79.0,2023-09-08 00:18:10
376615,79.0,2023-09-08 00:18:12
376616,79.0,2023-09-08 00:18:14
376617,79.0,2023-09-08 00:18:16
376618,78.9,2023-09-08 00:18:18
376619,79.0,2023-09-08 00:18:20
376620,79.0,2023-09-08 00:18:22
376621,79.0,2023-09-08 00:18:24
376622,79.0,2023-09-08 00:18:26
376623,79.0,2023-09-08 00:18:28
376624,79.0,2023-09-08 00:18:30
376625,79.0,2023-09-08 00:18:36
376626,79.0,2023-09-08 00:18:38
376627,79.1,2023-09-08 00:18:40
376628,79.0,2023-09-08 00:18:42
376629,79.1,2023-09-08 00:18:44
376630,79.1,2023-09-08 00:18:46
376631,79.1,2023-09-08 00:18:48
376632,79.1,2023-09-08 00:18:50
376633,79.1,2023-09-08 00:18:52
376634,79.1,2023-09-08 00:18:54
376635,79.1,2023-09-08 00:18:56
376636,79.2,2023-09-08 00:18:58
376637,79.2,2023-09-08 00:19:00
376638,79.2,2023-09-08 00:19:06
376639,79.1,2023-09-08 00:19:08
376640,79.2,2023-09-08 00:19:10
376641,79.2,2023-09-08 00:19:12
376642,79.3,2023-09-08 00:19:14
376643,79.3,2023-09-08 00:19:16
376644,79.2,2023-09-08 00:19:18
376645,79.2,2023-09-08 00:19:20
376646,79.3,2023-09-08 00:19:23
376647,79.2,2023-09-08 00:19:25
376648,79.3,2023-09-08 00:19:27
376649,79.2,2023-09-08 00:19:29
376650,79.3,2023-09-08 00:19:31
376651,79.2,2023-09-08 00:19:37
376652,79.3,2023-09-08 00:19:39
376653,79.3,2023-09-08 00:19:41
376654,79.3,2023-09-08 00:19:43
376655,79.3,2023-09-08 00:19:45
376656,79.2,2023-09-08 00:19:47
376657,79.3,2023-09-08 00:19:49
376658,79.3,2023-09-08 00:19:51
376659,79.3,2023-09-08 00:19:53
376660,79.3,2023-09-08 00:19:55
376661,79.3,2023-09-08 00:19:57
376662,79.3,2023-09-08 00:19:59
376663,79.2,2023-09-08 00:20:01
376664,79.3,2023-09-08 00:20:07
376665,79.3,2023-09-08 00:20:09
376666,79.2,2023-09-08 00:20:11
376667,79.3,2023-09-08 00:20:13
376668,79.4,2023-09-08 00:20:15
376669,79.3,2023-09-08 00:20:17
376670,79.3,2023-09-08 00:20:19
376671,79.2,2023-09-08 00:20:21
376672,79.3,2023-09-08 00:20:23
376673,79.3,2023-09-08 00:20:25
376674,79.3,2023-09-08 00:20:27
376675,79.3,2023-09-08 00:20:29
376676,79.3,2023-09-08 00:20:31
376677,79.2,2023-09-08 00:20:37
376678,79.3,2023-09-08 00:20:39
376679,79.2,2023-09-08 00:20:41
376680,79.3,2023-09-08 00:20:43
376681,79.3,2023-09-08 00:20:45
376682,79.3,2023-09-08 00:20:47
376683,79.3,2023-09-08 00:20:49
376684,79.3,2023-09-08 00:20:51
376685,79.2,2023-09-08 00:20:53
376686,79.3,2023-09-08 00:20:55
376687,79.3,2023-09-08 00:20:57
376688,79.3,2023-09-08 00:20:59
376689,79.2,2023-09-08 00:21:01
376690,79.4,2023-09-08 00:21:07
376691,79.2,2023-09-08 00:21:09
376692,79.4,2023-09-08 00:21:11
376693,79.3,2023-09-08 00:21:13
376694,79.2,2023-09-08 00:21:15
376695,79.3,2023-09-08 00:21:17
376696,79.2,2023-09-08 00:21:19
376697,79.4,2023-09-08 00:21:21
376698,79.2,2023-09-08 00:21:23
376699,79.3,2023-09-08 00:21:25
376700,79.3,2023-09-08 00:21:27
376701,79.4,2023-09-08 00:21:29
376702,79.2,2023-09-08 00:21:31
376703,79.3,2023-09-08 00:21:37
376704,79.3,2023-09-08 00:21:39
376705,79.3,2023-09-08 00:21:41
376706,79.2,2023-09-08 00:21:43
376707,79.3,2023-09-08 00:21:45
376708,79.3,2023-09-08 00:21:47
376709,79.3,2023-09-08 00:21:49
376710,79.3,2023-09-08 00:21:51
376711,79.3,2023-09-08 00:21:53
376712,79.3,2023-09-08 00:21:55
376713,79.2,2023-09-08 00:21:57
376714,79.3,2023-09-08 00:21:59
376715,79.3,2023-09-08 00:22:01
376716,79.3,2023-09-08 00:22:07
376717,79.2,2023-09-08 00:22:09
376718,79.3,2023-09-08 00:22:11
376719,79.2,2023-09-08 00:22:13
376720,79.3,2023-09-08 00:22:15
376721,79.4,2023-09-08 00:22:17
376722,79.4,2023-09-08 00:22:19
376723,79.3,2023-09-08 00:22:21
376724,79.3,2023-09-08 00:22:23
376725,79.2,2023-09-08 00:22:25
376726,79.3,2023-09-08 00:22:27
376727,79.3,2023-09-08 00:22:29
376728,79.3,2023-09-08 00:22:31
376729,79.2,2023-09-08 00:22:37
376730,79.3,2023-09-08 00:22:39
376731,79.2,2023-09-08 00:22:41
376732,79.2,2023-09-08 00:22:43
376733,79.2,2023-09-08 00:22:45
376734,79.3,2023-09-08 00:22:47
376735,79.4,2023-09-08 00:22:49
376736,79.3,2023-09-08 00:22:51
376737,79.3,2023-09-08 00:22:53
376738,79.3,2023-09-08 00:22:55
376739,79.3,2023-09-08 00:22:57
376740,79.2,2023-09-08 00:22:59
376741,79.2,2023-09-08 00:23:01
376742,79.3,2023-09-08 00:23:07
376743,79.1,2023-09-08 00:23:09
376744,79.3,2023-09-08 00:23:11
376745,79.2,2023-09-08 00:23:13
376746,79.2,2023-09-08 00:23:15
376747,79.3,2023-09-08 00:23:18
376748,79.3,2023-09-08 00:23:19
376749,79.2,2023-09-08 00:23:21
376750,79.3,2023-09-08 00:23:23
376751,79.2,2023-09-08 00:23:26
376752,79.2,2023-09-08 00:23:28
376753,79.2,2023-09-08 00:23:30
376754,79.2,2023-09-08 00:23:32
376755,79.2,2023-09-08 00:23:38
376756,79.2,2023-09-08 00:23:40
376757,79.2,2023-09-08 00:23:42
376758,79.2,2023-09-08 00:23:44
376759,79.2,2023-09-08 00:23:46
376760,79.2,2023-09-08 00:23:48
376761,79.3,2023-09-08 00:23:50
376762,79.2,2023-09-08 00:23:52
376763,79.2,2023-09-08 00:23:54
376764,79.2,2023-09-08 00:23:56
376765,79.2,2023-09-08 00:23:58
376766,79.2,2023-09-08 00:24:00
376767,79.1,2023-09-08 00:24:02
376768,79.2,2023-09-08 00:24:08
376769,79.0,2023-09-08 00:24:10
376770,79.2,2023-09-08 00:24:12
376771,79.1,2023-09-08 00:24:14
376772,79.0,2023-09-08 00:24:16
376773,79.0,2023-09-08 00:24:18
376774,79.0,2023-09-08 00:24:20
376775,79.0,2023-09-08 00:24:22
376776,79.1,2023-09-08 00:24:24
376777,79.0,2023-09-08 00:24:26
376778,79.1,2023-09-08 00:24:28
376779,79.1,2023-09-08 00:24:30
376780,79.2,2023-09-08 00:24:32
376781,79.1,2023-09-08 00:24:38
376782,79.1,2023-09-08 00:24:40
376783,79.1,2023-09-08 00:24:42
376784,79.1,2023-09-08 00:24:44
376785,79.1,2023-09-08 00:24:46
376786,79.1,2023-09-08 00:24:48
376787,79.1,2023-09-08 00:24:50
376788,79.1,2023-09-08 00:24:52
376789,79.2,2023-09-08 00:24:54
376790,79.1,2023-09-08 00:24:56
376791,79.1,2023-09-08 00:24:58
376792,79.1,2023-09-08 00:25:00
376793,79.2,2023-09-08 00:25:02
376794,79.2,2023-09-08 00:25:08
376795,79.1,2023-09-08 00:25:10
376796,79.1,2023-09-08 00:25:12
376797,79.1,2023-09-08 00:25:14
376798,79.1,2023-09-08 00:25:16
376799,79.1,2023-09-08 00:25:18
376800,79.1,2023-09-08 00:25:20
376801,79.1,2023-09-08 00:25:22
376802,79.1,2023-09-08 00:25:24
376803,79.0,2023-09-08 00:25:26
376804,79.0,2023-09-08 00:25:28
376805,79.0,2023-09-08 00:25:30
376806,79.0,2023-09-08 00:25:32
376807,79.0,2023-09-08 00:25:38
376808,79.1,2023-09-08 00:25:40
376809,78.9,2023-09-08 00:25:42
376810,79.1,2023-09-08 00:25:44
376811,79.1,2023-09-08 00:25:46
376812,79.0,2023-09-08 00:25:48
376813,79.1,2023-09-08 00:25:50
376814,79.1,2023-09-08 00:25:52
376815,79.0,2023-09-08 00:25:54
376816,79.0,2023-09-08 00:25:56
376817,79.1,2023-09-08 00:25:58
376818,79.1,2023-09-08 00:26:00
376819,79.1,2023-09-08 00:26:02
376820,79.1,2023-09-08 00:26:08
376821,79.0,2023-09-08 00:26:10
376822,79.1,2023-09-08 00:26:12
376823,79.2,2023-09-08 00:26:14
376824,79.1,2023-09-08 00:26:16
376825,79.2,2023-09-08 00:26:18
376826,79.1,2023-09-08 00:26:20
376827,79.1,2023-09-08 00:26:22
376828,79.1,2023-09-08 00:26:24
376829,79.1,2023-09-08 00:26:26
376830,79.1,2023-09-08 00:26:28
376831,79.0,2023-09-08 00:26:30
376832,79.1,2023-09-08 00:26:32
376833,79.1,2023-09-08 00:26:38
376834,79.0,2023-09-08 00:26:40
376835,79.1,2023-09-08 00:26:42
376836,79.1,2023-09-08 00:26:44
376837,79.0,2023-09-08 00:26:46
376838,79.1,2023-09-08 00:26:48
376839,79.1,2023-09-08 00:26:50
376840,79.0,2023-09-08 00:26:52
376841,79.1,2023-09-08 00:26:54
