,rh,datetime
22503,81.0,2023-09-12 00:05:21
22504,80.9,2023-09-12 00:05:22
22505,80.9,2023-09-12 00:05:25
22506,81.0,2023-09-12 00:05:31
22507,80.8,2023-09-12 00:05:32
22508,80.9,2023-09-12 00:05:35
22509,80.9,2023-09-12 00:05:36
22510,80.9,2023-09-12 00:05:39
22511,80.8,2023-09-12 00:05:40
22512,80.9,2023-09-12 00:05:43
22513,80.9,2023-09-12 00:05:44
22514,80.9,2023-09-12 00:05:47
22515,80.8,2023-09-12 00:05:48
22516,80.8,2023-09-12 00:05:51
22517,80.9,2023-09-12 00:05:52
22518,80.8,2023-09-12 00:05:55
22519,80.9,2023-09-12 00:06:01
22520,80.8,2023-09-12 00:06:02
22521,80.8,2023-09-12 00:06:05
22522,80.8,2023-09-12 00:06:06
22523,80.7,2023-09-12 00:06:09
22524,80.8,2023-09-12 00:06:10
22525,80.8,2023-09-12 00:06:13
22526,80.8,2023-09-12 00:06:14
22527,80.8,2023-09-12 00:06:17
22528,80.8,2023-09-12 00:06:18
22529,80.8,2023-09-12 00:06:21
22530,80.8,2023-09-12 00:06:22
22531,80.8,2023-09-12 00:06:25
22532,80.8,2023-09-12 00:06:31
22533,80.8,2023-09-12 00:06:32
22534,80.8,2023-09-12 00:06:35
22535,80.8,2023-09-12 00:06:36
22536,80.8,2023-09-12 00:06:39
22537,80.8,2023-09-12 00:06:40
22538,80.8,2023-09-12 00:06:43
22539,80.9,2023-09-12 00:06:44
22540,80.8,2023-09-12 00:06:47
22541,80.8,2023-09-12 00:06:48
22542,80.8,2023-09-12 00:06:51
22543,80.8,2023-09-12 00:06:52
22544,80.7,2023-09-12 00:06:55
22545,80.8,2023-09-12 00:07:01
22546,80.8,2023-09-12 00:07:02
22547,80.7,2023-09-12 00:07:05
22548,80.8,2023-09-12 00:07:06
22549,80.8,2023-09-12 00:07:09
22550,80.8,2023-09-12 00:07:10
22551,80.7,2023-09-12 00:07:13
22552,80.7,2023-09-12 00:07:14
22553,80.7,2023-09-12 00:07:17
22554,80.7,2023-09-12 00:07:18
22555,80.8,2023-09-12 00:07:21
22556,80.6,2023-09-12 00:07:22
22557,80.8,2023-09-12 00:07:25
22558,80.8,2023-09-12 00:07:31
22559,80.7,2023-09-12 00:07:32
22560,80.6,2023-09-12 00:07:35
22561,80.7,2023-09-12 00:07:36
22562,80.6,2023-09-12 00:07:39
22563,80.8,2023-09-12 00:07:40
22564,80.7,2023-09-12 00:07:43
22565,80.7,2023-09-12 00:07:44
22566,80.7,2023-09-12 00:07:47
22567,80.8,2023-09-12 00:07:48
22568,80.8,2023-09-12 00:07:51
22569,80.7,2023-09-12 00:07:52
22570,80.7,2023-09-12 00:07:55
22571,80.8,2023-09-12 00:08:01
22572,80.7,2023-09-12 00:08:03
22573,80.8,2023-09-12 00:08:05
22574,80.7,2023-09-12 00:08:07
22575,80.7,2023-09-12 00:08:09
22576,80.7,2023-09-12 00:08:11
22577,80.7,2023-09-12 00:08:13
22578,80.7,2023-09-12 00:08:15
22579,80.8,2023-09-12 00:08:17
22580,80.8,2023-09-12 00:08:19
22581,80.8,2023-09-12 00:08:21
22582,80.7,2023-09-12 00:08:23
22583,80.8,2023-09-12 00:08:25
22584,80.8,2023-09-12 00:08:32
22585,80.7,2023-09-12 00:08:33
22586,80.7,2023-09-12 00:08:35
22587,80.7,2023-09-12 00:08:37
22588,80.7,2023-09-12 00:08:39
22589,80.6,2023-09-12 00:08:41
22590,80.7,2023-09-12 00:08:43
22591,80.7,2023-09-12 00:08:45
22592,80.7,2023-09-12 00:08:48
22593,80.7,2023-09-12 00:08:49
22594,80.6,2023-09-12 00:08:52
22595,80.7,2023-09-12 00:08:53
22596,80.7,2023-09-12 00:08:56
22597,80.7,2023-09-12 00:09:02
22598,80.7,2023-09-12 00:09:03
22599,80.7,2023-09-12 00:09:06
22600,80.7,2023-09-12 00:09:07
22601,80.6,2023-09-12 00:09:10
22602,80.6,2023-09-12 00:09:11
22603,80.7,2023-09-12 00:09:14
22604,80.7,2023-09-12 00:09:15
22605,80.7,2023-09-12 00:09:18
22606,80.7,2023-09-12 00:09:19
22607,80.7,2023-09-12 00:09:22
22608,80.8,2023-09-12 00:09:23
22609,80.7,2023-09-12 00:09:26
22610,80.6,2023-09-12 00:09:32
22611,80.6,2023-09-12 00:09:33
22612,80.6,2023-09-12 00:09:36
22613,80.6,2023-09-12 00:09:37
22614,80.7,2023-09-12 00:09:40
22615,80.6,2023-09-12 00:09:41
22616,80.6,2023-09-12 00:09:44
22617,80.7,2023-09-12 00:09:45
22618,80.6,2023-09-12 00:09:48
22619,80.6,2023-09-12 00:09:49
22620,80.5,2023-09-12 00:09:52
22621,80.6,2023-09-12 00:09:53
22622,80.4,2023-09-12 00:09:56
22623,80.6,2023-09-12 00:10:02
22624,80.5,2023-09-12 00:10:03
22625,80.5,2023-09-12 00:10:06
22626,80.5,2023-09-12 00:10:07
22627,80.5,2023-09-12 00:10:10
22628,80.6,2023-09-12 00:10:11
22629,80.5,2023-09-12 00:10:14
22630,80.5,2023-09-12 00:10:15
22631,80.4,2023-09-12 00:10:18
22632,80.4,2023-09-12 00:10:19
22633,80.5,2023-09-12 00:10:22
22634,80.4,2023-09-12 00:10:23
22635,80.6,2023-09-12 00:10:26
22636,80.5,2023-09-12 00:10:32
22637,80.4,2023-09-12 00:10:33
22638,80.5,2023-09-12 00:10:36
22639,80.5,2023-09-12 00:10:37
22640,80.5,2023-09-12 00:10:40
22641,80.6,2023-09-12 00:10:41
22642,80.4,2023-09-12 00:10:44
22643,80.5,2023-09-12 00:10:45
22644,80.5,2023-09-12 00:10:48
22645,80.5,2023-09-12 00:10:49
22646,80.4,2023-09-12 00:10:52
22647,80.4,2023-09-12 00:10:53
22648,80.5,2023-09-12 00:10:56
22649,80.5,2023-09-12 00:11:02
22650,80.4,2023-09-12 00:11:04
22651,80.6,2023-09-12 00:11:06
22652,80.4,2023-09-12 00:11:07
22653,80.4,2023-09-12 00:11:10
22654,80.4,2023-09-12 00:11:11
22655,80.5,2023-09-12 00:11:14
22656,80.4,2023-09-12 00:11:15
22657,80.5,2023-09-12 00:11:18
22658,80.4,2023-09-12 00:11:19
22659,80.4,2023-09-12 00:11:22
22660,80.5,2023-09-12 00:11:23
22661,80.4,2023-09-12 00:11:26
22662,80.4,2023-09-12 00:11:32
22663,80.4,2023-09-12 00:11:34
22664,80.4,2023-09-12 00:11:36
22665,80.4,2023-09-12 00:11:38
22666,80.4,2023-09-12 00:11:40
22667,80.4,2023-09-12 00:11:42
22668,80.4,2023-09-12 00:11:44
22669,80.3,2023-09-12 00:11:46
22670,80.3,2023-09-12 00:11:48
22671,80.3,2023-09-12 00:11:50
22672,80.3,2023-09-12 00:11:52
22673,80.4,2023-09-12 00:11:54
22674,80.3,2023-09-12 00:11:56
22675,80.3,2023-09-12 00:12:03
22676,80.4,2023-09-12 00:12:04
22677,80.4,2023-09-12 00:12:06
22678,80.4,2023-09-12 00:12:08
22679,80.3,2023-09-12 00:12:10
22680,80.4,2023-09-12 00:12:12
22681,80.3,2023-09-12 00:12:15
22682,80.4,2023-09-12 00:12:16
22683,80.4,2023-09-12 00:12:19
22684,80.4,2023-09-12 00:12:20
22685,80.3,2023-09-12 00:12:23
22686,80.3,2023-09-12 00:12:24
22687,80.3,2023-09-12 00:12:27
22688,80.3,2023-09-12 00:12:33
22689,80.4,2023-09-12 00:12:34
22690,80.3,2023-09-12 00:12:37
22691,80.4,2023-09-12 00:12:38
22692,80.3,2023-09-12 00:12:41
22693,80.3,2023-09-12 00:12:42
22694,80.3,2023-09-12 00:12:45
22695,80.3,2023-09-12 00:12:46
22696,80.3,2023-09-12 00:12:49
22697,80.3,2023-09-12 00:12:50
22698,80.3,2023-09-12 00:12:53
22699,80.3,2023-09-12 00:12:54
22700,80.4,2023-09-12 00:12:57
22701,80.4,2023-09-12 00:13:03
22702,80.2,2023-09-12 00:13:04
22703,80.3,2023-09-12 00:13:07
22704,80.3,2023-09-12 00:13:08
22705,80.3,2023-09-12 00:13:11
22706,80.4,2023-09-12 00:13:12
22707,80.2,2023-09-12 00:13:15
22708,80.3,2023-09-12 00:13:16
22709,80.4,2023-09-12 00:13:19
22710,80.3,2023-09-12 00:13:20
22711,80.3,2023-09-12 00:13:23
22712,80.3,2023-09-12 00:13:24
22713,80.3,2023-09-12 00:13:26
22714,80.3,2023-09-12 00:13:34
22715,80.3,2023-09-12 00:13:35
22716,80.2,2023-09-12 00:13:36
22717,80.2,2023-09-12 00:13:39
22718,80.2,2023-09-12 00:13:40
22719,80.3,2023-09-12 00:13:42
22720,80.3,2023-09-12 00:13:45
22721,80.2,2023-09-12 00:13:46
22722,80.2,2023-09-12 00:13:49
22723,80.2,2023-09-12 00:13:50
22724,80.2,2023-09-12 00:13:52
22725,80.4,2023-09-12 00:13:55
22726,80.2,2023-09-12 00:13:56
22727,80.2,2023-09-12 00:14:04
22728,80.2,2023-09-12 00:14:05
22729,80.1,2023-09-12 00:14:06
22730,80.2,2023-09-12 00:14:09
22731,80.2,2023-09-12 00:14:10
22732,80.2,2023-09-12 00:14:13
22733,80.2,2023-09-12 00:14:14
22734,80.2,2023-09-12 00:14:16
22735,80.2,2023-09-12 00:14:18
22736,80.2,2023-09-12 00:14:20
22737,80.2,2023-09-12 00:14:22
22738,80.3,2023-09-12 00:14:24
22739,80.3,2023-09-12 00:14:26
22740,80.3,2023-09-12 00:14:28
22741,80.2,2023-09-12 00:14:34
22742,80.4,2023-09-12 00:14:36
22743,80.4,2023-09-12 00:14:38
22744,80.4,2023-09-12 00:14:40
22745,80.3,2023-09-12 00:14:42
22746,80.4,2023-09-12 00:14:44
22747,80.3,2023-09-12 00:14:46
22748,80.3,2023-09-12 00:14:48
22749,80.3,2023-09-12 00:14:50
22750,80.3,2023-09-12 00:14:52
22751,80.3,2023-09-12 00:14:54
22752,80.3,2023-09-12 00:14:56
22753,80.4,2023-09-12 00:14:58
22754,80.4,2023-09-12 00:15:04
22755,80.3,2023-09-12 00:15:06
22756,80.4,2023-09-12 00:15:08
22757,80.3,2023-09-12 00:15:10
22758,80.3,2023-09-12 00:15:12
22759,80.3,2023-09-12 00:15:14
22760,80.4,2023-09-12 00:15:16
22761,80.4,2023-09-12 00:15:18
22762,80.4,2023-09-12 00:15:20
22763,80.4,2023-09-12 00:15:22
22764,80.4,2023-09-12 00:15:24
22765,80.4,2023-09-12 00:15:26
22766,80.4,2023-09-12 00:15:28
22767,80.4,2023-09-12 00:15:34
22768,80.3,2023-09-12 00:15:36
22769,80.3,2023-09-12 00:15:38
22770,80.5,2023-09-12 00:15:40
22771,80.4,2023-09-12 00:15:42
22772,80.4,2023-09-12 00:15:44
22773,80.4,2023-09-12 00:15:46
22774,80.4,2023-09-12 00:15:48
22775,80.5,2023-09-12 00:15:51
22776,80.4,2023-09-12 00:15:53
22777,80.4,2023-09-12 00:15:55
22778,80.5,2023-09-12 00:15:57
22779,80.4,2023-09-12 00:15:59
22780,80.3,2023-09-12 00:16:05
22781,80.5,2023-09-12 00:16:07
22782,80.5,2023-09-12 00:16:09
22783,80.5,2023-09-12 00:16:11
22784,80.5,2023-09-12 00:16:13
22785,80.5,2023-09-12 00:16:15
22786,80.5,2023-09-12 00:16:17
22787,80.4,2023-09-12 00:16:19
22788,80.6,2023-09-12 00:16:21
22789,80.4,2023-09-12 00:16:23
22790,80.5,2023-09-12 00:16:25
22791,80.6,2023-09-12 00:16:27
22792,80.6,2023-09-12 00:16:29
22793,80.5,2023-09-12 00:16:35
22794,80.5,2023-09-12 00:16:37
22795,80.5,2023-09-12 00:16:39
22796,80.5,2023-09-12 00:16:41
22797,80.5,2023-09-12 00:16:43
22798,80.5,2023-09-12 00:16:45
22799,80.5,2023-09-12 00:16:47
22800,80.6,2023-09-12 00:16:49
22801,80.7,2023-09-12 00:16:51
22802,80.6,2023-09-12 00:16:53
22803,80.6,2023-09-12 00:16:55
22804,80.6,2023-09-12 00:16:57
22805,80.5,2023-09-12 00:16:59
22806,80.6,2023-09-12 00:17:05
22807,80.6,2023-09-12 00:17:07
22808,80.5,2023-09-12 00:17:09
22809,80.6,2023-09-12 00:17:11
22810,80.6,2023-09-12 00:17:13
22811,80.7,2023-09-12 00:17:15
22812,80.7,2023-09-12 00:17:17
22813,80.6,2023-09-12 00:17:19
22814,80.7,2023-09-12 00:17:21
22815,80.6,2023-09-12 00:17:23
22816,80.7,2023-09-12 00:17:25
22817,80.6,2023-09-12 00:17:27
22818,80.6,2023-09-12 00:17:29
22819,80.7,2023-09-12 00:17:35
22820,80.5,2023-09-12 00:17:37
22821,80.6,2023-09-12 00:17:39
22822,80.7,2023-09-12 00:17:41
22823,80.7,2023-09-12 00:17:43
22824,80.7,2023-09-12 00:17:45
22825,80.7,2023-09-12 00:17:47
22826,80.8,2023-09-12 00:17:49
22827,80.7,2023-09-12 00:17:51
22828,80.7,2023-09-12 00:17:53
22829,80.7,2023-09-12 00:17:55
22830,80.8,2023-09-12 00:17:57
22831,80.7,2023-09-12 00:17:59
22832,80.7,2023-09-12 00:18:05
22833,80.9,2023-09-12 00:18:07
22834,80.7,2023-09-12 00:18:09
22835,80.7,2023-09-12 00:18:11
22836,80.7,2023-09-12 00:18:13
22837,80.7,2023-09-12 00:18:15
22838,80.6,2023-09-12 00:18:17
22839,80.7,2023-09-12 00:18:19
22840,80.7,2023-09-12 00:18:21
22841,80.7,2023-09-12 00:18:23
22842,80.6,2023-09-12 00:18:25
22843,80.7,2023-09-12 00:18:27
22844,80.7,2023-09-12 00:18:29
22845,80.8,2023-09-12 00:18:35
22846,80.7,2023-09-12 00:18:37
22847,80.7,2023-09-12 00:18:39
22848,80.7,2023-09-12 00:18:41
22849,80.8,2023-09-12 00:18:43
22850,80.8,2023-09-12 00:18:45
22851,80.8,2023-09-12 00:18:47
22852,80.8,2023-09-12 00:18:49
22853,80.8,2023-09-12 00:18:51
22854,80.8,2023-09-12 00:18:53
22855,80.8,2023-09-12 00:18:55
22856,80.8,2023-09-12 00:18:57
22857,80.8,2023-09-12 00:18:59
22858,80.8,2023-09-12 00:19:05
22859,80.9,2023-09-12 00:19:07
22860,80.9,2023-09-12 00:19:09
22861,80.8,2023-09-12 00:19:11
22862,80.9,2023-09-12 00:19:13
22863,80.8,2023-09-12 00:19:15
22864,80.8,2023-09-12 00:19:17
22865,80.9,2023-09-12 00:19:19
22866,80.9,2023-09-12 00:19:21
22867,80.9,2023-09-12 00:19:23
22868,80.9,2023-09-12 00:19:25
22869,80.8,2023-09-12 00:19:27
22870,80.8,2023-09-12 00:19:29
22871,80.9,2023-09-12 00:19:36
22872,80.9,2023-09-12 00:19:37
22873,80.8,2023-09-12 00:19:39
22874,80.9,2023-09-12 00:19:41
22875,80.9,2023-09-12 00:19:44
22876,80.8,2023-09-12 00:19:45
22877,80.8,2023-09-12 00:19:48
22878,80.9,2023-09-12 00:19:50
22879,80.8,2023-09-12 00:19:52
22880,80.8,2023-09-12 00:19:54
22881,80.9,2023-09-12 00:19:56
22882,80.8,2023-09-12 00:19:58
22883,80.9,2023-09-12 00:20:00
22884,80.9,2023-09-12 00:20:06
22885,80.9,2023-09-12 00:20:08
22886,80.9,2023-09-12 00:20:10
22887,80.9,2023-09-12 00:20:12
22888,80.9,2023-09-12 00:20:14
22889,80.9,2023-09-12 00:20:16
22890,81.0,2023-09-12 00:20:18
22891,81.0,2023-09-12 00:20:20
22892,80.9,2023-09-12 00:20:22
22893,80.9,2023-09-12 00:20:24
22894,80.9,2023-09-12 00:20:26
22895,80.9,2023-09-12 00:20:28
22896,80.9,2023-09-12 00:20:30
22897,81.0,2023-09-12 00:20:36
22898,80.9,2023-09-12 00:20:38
22899,80.9,2023-09-12 00:20:40
22900,80.9,2023-09-12 00:20:42
22901,80.9,2023-09-12 00:20:44
22902,80.8,2023-09-12 00:20:46
22903,80.8,2023-09-12 00:20:48
22904,81.0,2023-09-12 00:20:50
22905,80.9,2023-09-12 00:20:52
22906,80.9,2023-09-12 00:20:54
22907,80.8,2023-09-12 00:20:56
22908,80.9,2023-09-12 00:20:58
22909,80.9,2023-09-12 00:21:00
22910,80.8,2023-09-12 00:21:06
22911,80.9,2023-09-12 00:21:08
22912,80.9,2023-09-12 00:21:10
22913,80.8,2023-09-12 00:21:12
22914,80.9,2023-09-12 00:21:14
22915,80.9,2023-09-12 00:21:16
22916,80.9,2023-09-12 00:21:18
22917,80.8,2023-09-12 00:21:20
22918,80.7,2023-09-12 00:21:22
22919,80.9,2023-09-12 00:21:24
22920,80.8,2023-09-12 00:21:26
22921,80.8,2023-09-12 00:21:28
22922,80.8,2023-09-12 00:21:30
22923,80.8,2023-09-12 00:21:36
22924,80.7,2023-09-12 00:21:38
22925,80.8,2023-09-12 00:21:40
22926,80.7,2023-09-12 00:21:42
22927,80.7,2023-09-12 00:21:44
22928,80.8,2023-09-12 00:21:46
22929,80.8,2023-09-12 00:21:48
22930,80.9,2023-09-12 00:21:50
22931,80.7,2023-09-12 00:21:52
22932,80.8,2023-09-12 00:21:54
22933,80.8,2023-09-12 00:21:56
22934,80.8,2023-09-12 00:21:58
22935,80.8,2023-09-12 00:22:00
22936,80.8,2023-09-12 00:22:06
22937,80.6,2023-09-12 00:22:08
22938,80.6,2023-09-12 00:22:10
22939,80.7,2023-09-12 00:22:12
22940,80.7,2023-09-12 00:22:14
22941,80.8,2023-09-12 00:22:16
22942,80.7,2023-09-12 00:22:18
22943,80.8,2023-09-12 00:22:20
22944,80.6,2023-09-12 00:22:22
22945,80.7,2023-09-12 00:22:24
22946,80.7,2023-09-12 00:22:26
22947,80.8,2023-09-12 00:22:28
22948,80.8,2023-09-12 00:22:30
22949,80.9,2023-09-12 00:22:36
22950,80.8,2023-09-12 00:22:38
22951,80.9,2023-09-12 00:22:40
22952,80.8,2023-09-12 00:22:42
22953,80.7,2023-09-12 00:22:44
22954,80.8,2023-09-12 00:22:46
22955,80.8,2023-09-12 00:22:48
22956,80.8,2023-09-12 00:22:50
22957,80.8,2023-09-12 00:22:52
22958,80.8,2023-09-12 00:22:54
22959,80.8,2023-09-12 00:22:56
22960,80.7,2023-09-12 00:22:58
22961,80.8,2023-09-12 00:23:00
22962,80.7,2023-09-12 00:23:06
22963,80.7,2023-09-12 00:23:08
22964,80.8,2023-09-12 00:23:10
22965,80.8,2023-09-12 00:23:12
22966,80.8,2023-09-12 00:23:14
22967,80.8,2023-09-12 00:23:16
22968,80.8,2023-09-12 00:23:18
22969,80.8,2023-09-12 00:23:20
22970,80.9,2023-09-12 00:23:22
22971,80.7,2023-09-12 00:23:24
22972,80.8,2023-09-12 00:23:26
22973,80.8,2023-09-12 00:23:28
22974,80.9,2023-09-12 00:23:30
22975,80.9,2023-09-12 00:23:37
22976,80.8,2023-09-12 00:23:39
22977,80.7,2023-09-12 00:23:40
22978,80.8,2023-09-12 00:23:43
22979,80.8,2023-09-12 00:23:45
22980,80.9,2023-09-12 00:23:47
22981,80.8,2023-09-12 00:23:49
22982,80.8,2023-09-12 00:23:51
22983,80.9,2023-09-12 00:23:53
22984,80.8,2023-09-12 00:23:55
22985,80.8,2023-09-12 00:23:57
22986,80.8,2023-09-12 00:23:59
22987,80.8,2023-09-12 00:24:01
22988,80.9,2023-09-12 00:24:07
22989,80.8,2023-09-12 00:24:09
22990,80.8,2023-09-12 00:24:11
22991,80.8,2023-09-12 00:24:13
22992,80.9,2023-09-12 00:24:15
22993,80.8,2023-09-12 00:24:17
22994,80.8,2023-09-12 00:24:19
22995,80.7,2023-09-12 00:24:21
22996,80.8,2023-09-12 00:24:23
22997,80.8,2023-09-12 00:24:25
22998,80.7,2023-09-12 00:24:27
22999,80.8,2023-09-12 00:24:29
23000,80.7,2023-09-12 00:24:31
23001,80.8,2023-09-12 00:24:37
23002,80.9,2023-09-12 00:24:39
23003,80.8,2023-09-12 00:24:41
23004,80.9,2023-09-12 00:24:43
23005,80.9,2023-09-12 00:24:45
23006,80.7,2023-09-12 00:24:47
23007,80.8,2023-09-12 00:24:49
23008,80.9,2023-09-12 00:24:51
23009,80.9,2023-09-12 00:24:53
23010,80.8,2023-09-12 00:24:55
23011,80.7,2023-09-12 00:24:57
23012,80.8,2023-09-12 00:24:59
23013,80.8,2023-09-12 00:25:01
23014,80.8,2023-09-12 00:25:07
23015,80.8,2023-09-12 00:25:09
23016,80.8,2023-09-12 00:25:11
23017,80.8,2023-09-12 00:25:13
23018,80.9,2023-09-12 00:25:15
23019,80.9,2023-09-12 00:25:17
23020,80.7,2023-09-12 00:25:19
23021,80.7,2023-09-12 00:25:21
23022,80.7,2023-09-12 00:25:23
23023,80.9,2023-09-12 00:25:25
23024,80.8,2023-09-12 00:25:27
23025,80.8,2023-09-12 00:25:29
23026,80.7,2023-09-12 00:25:31
23027,80.7,2023-09-12 00:25:37
23028,80.7,2023-09-12 00:25:39
23029,80.7,2023-09-12 00:25:41
23030,80.7,2023-09-12 00:25:43
23031,80.8,2023-09-12 00:25:45
23032,80.8,2023-09-12 00:25:47
23033,80.7,2023-09-12 00:25:49
23034,80.6,2023-09-12 00:25:51
23035,80.7,2023-09-12 00:25:53
23036,80.7,2023-09-12 00:25:55
23037,80.7,2023-09-12 00:25:57
23038,80.7,2023-09-12 00:25:59
23039,80.7,2023-09-12 00:26:01
23040,80.6,2023-09-12 00:26:07
23041,80.7,2023-09-12 00:26:09
23042,80.7,2023-09-12 00:26:11
23043,80.7,2023-09-12 00:26:13
23044,80.7,2023-09-12 00:26:15
23045,80.7,2023-09-12 00:26:17
23046,80.7,2023-09-12 00:26:19
23047,80.8,2023-09-12 00:26:21
23048,80.7,2023-09-12 00:26:23
23049,80.8,2023-09-12 00:26:25
23050,80.7,2023-09-12 00:26:27
23051,80.6,2023-09-12 00:26:29
23052,80.7,2023-09-12 00:26:31
23053,80.7,2023-09-12 00:26:37
23054,80.7,2023-09-12 00:26:39
23055,80.7,2023-09-12 00:26:41
23056,80.7,2023-09-12 00:26:43
23057,80.7,2023-09-12 00:26:45
23058,80.7,2023-09-12 00:26:47
23059,80.8,2023-09-12 00:26:49
23060,80.8,2023-09-12 00:26:51
23061,80.8,2023-09-12 00:26:53
23062,80.7,2023-09-12 00:26:55
